qid,docno,label
25,dub-fran20262_chunk008,4
25,dub-belg20262_chunk026,4
25,dub-fran20263_chunk014,2
25,dub-bulg20261_chunk015,1
25,dub-bulg20261_chunk013,2
25,dub-bulg20261_chunk017,2
25,bulg20263_chunk012,2
25,syri20266_chunk015,2
25,syri20267_chunk015,2
25,syri20261_chunk012,2
25,syri20263_chunk010,2
25,syri20262_chunk015,2
26,syri202618_chunk019,4
26,syri20267_chunk059,4
26,ukra202610_chunk015,4
26,rusl202634_chunk046,4
26,rusl202635_chunk049,4
26,dub-schw20264_chunk010,4
26,ukra20262_chunk013,4
26,stat20265_chunk033,4
26,ukra202611_chunk025,4
26,ukra202618_chunk014,4
26,ukra202617_chunk014,4
26,ukra202618_chunk021,4
26,syri20261_chunk055,4
26,niga20264_chunk026,4
26,dub-sver20262_chunk009,4
26,tyrk20261_chunk018,4
26,bela20261_chunk017,4
26,syri202621_chunk006,4
26,syri20261_chunk057,4
26,syri20266_chunk059,4
26,soma202612_chunk010,4
26,syri202613_chunk019,4
26,soma202610_chunk010,4
26,soma202612_chunk015,4
26,rusl20266_chunk036,4
26,keny20262_chunk031,4
26,rusl202610_chunk013,4
26,maro20261_chunk012,4
26,ukra20266_chunk014,4
26,afgh202649_chunk003,4
26,dub-finl20265_chunk008,4
26,ukra202610_chunk020,4
26,dub-fran20263_chunk035,4
26,dub-sver202611_chunk015,5
26,dub-belg20261_chunk039,5
26,dub-sver202610_chunk016,5
26,dub-fran20262_chunk051,5
26,dub-sver20266_chunk016,5
26,dub-sver20268_chunk016,5
26,dub-ital20261_chunk015,5
26,dub-sver20269_chunk014,4
26,ukra202613_chunk017,4
26,rusl20265_chunk024,4
26,came20262_chunk014,5
26,syri20267_chunk060,4
26,ukra20265_chunk031,4
26,soma20261_chunk024,4
26,rusl202631_chunk015,4
26,rusl202632_chunk015,4
26,syri20269_chunk005,4
26,dub-sver20265_chunk016,4
26,dub-tysk202622_chunk001,4
26,dub-fran20262_chunk058,4
26,stat202610_chunk004,4
26,ukra202618_chunk018,4
26,ukra202617_chunk018,4
26,rusl20261_chunk020,4
26,ukra20265_chunk026,5
26,irak20265_chunk021,4
26,ukra20264_chunk014,4
26,bela20261_chunk014,2
26,ukra202620_chunk031,2
26,ukra20263_chunk028,4
26,ukra20266_chunk021,4
26,dub-fran20263_chunk034,4
26,syri20263_chunk053,4
26,syri20262_chunk058,4
26,soma202610_chunk009,4
26,dub-tysk202622_chunk016,4
26,dub-tysk20262_chunk006,2
26,dub-pole20263_chunk018,4
26,dub-sver202612_chunk009,4
26,iran202564_chunk024,4
26,syri202616_chunk013,4
26,syri20269_chunk006,4
26,syri20266_chunk060,4
26,dub-pole20261_chunk002,4
26,29b-bul20261_chunk023,4
26,dub-tysk202626_chunk006,4
3,dub-fran20262_chunk038,4
3,dub-belg20262_chunk029,4
3,dub-belg20261_chunk023,4
3,dub-belg20261_chunk018,4
3,dub-belg20262_chunk024,4
3,dub-belg20262_chunk021,4
3,dub-nede20262_chunk019,4
3,dub-belg20261_chunk015,4
3,dub-belg20261_chunk024,4
3,dub-belg20262_chunk030,4
3,dub-nede20264_chunk017,4
3,dub-nede20263_chunk019,4
3,dub-nede20261_chunk016,4
3,dub-fran20262_chunk030,4
3,dub-nede20261_chunk011,4
3,dub-nede20262_chunk014,4
3,dub-nede20264_chunk012,4
3,dub-nede20263_chunk014,4
3,dub-belg20261_chunk020,4
3,dub-belg20262_chunk026,4
3,fran20264_chunk020,4
3,bulg20263_chunk012,3
3,dub-fran20262_chunk031,4
3,dub-fran20262_chunk041,4
3,dub-fran20262_chunk023,4
3,dub-fran20263_chunk024,4
3,dub-bulg20261_chunk016,4
3,bulg20263_chunk011,4
3,dub-bulg20261_chunk028,4
3,dub-fran20263_chunk010,4
3,fran20264_chunk006,4
3,dub-belg20261_chunk011,4
3,dub-belg20262_chunk017,4
3,dub-fran20263_chunk023,4
3,fran20264_chunk019,4
3,dub-bulg20261_chunk019,4
3,bulg20263_chunk017,4
3,dub-fran20262_chunk022,4
3,dub-bulg20261_chunk013,4
3,dub-belg20261_chunk006,4
3,dub-bulg20261_chunk014,4
3,dub-fran20262_chunk039,4
3,dub-fran20262_chunk008,4
3,dub-belg20261_chunk021,4
3,dub-belg20262_chunk027,4
3,bulg20263_chunk010,4
3,dub-fran20262_chunk010,4
3,dub-fran20263_chunk020,4
3,fran20264_chunk016,4
3,dub-fran20262_chunk019,4
3,dub-belg20261_chunk028,4
3,dub-belg20262_chunk034,4
3,bulg20263_chunk014,4
3,bulg20263_chunk033,1
3,bulg20263_chunk016,4
3,dub-belg20261_chunk012,4
3,dub-belg20262_chunk018,4
3,dub-belg20261_chunk019,2
3,dub-belg20262_chunk025,2
3,dub-belg20261_chunk014,4
3,dub-nede20265_chunk013,2
3,dub-fran20262_chunk009,4
3,bulg20263_chunk030,2
3,dub-belg20261_chunk008,4
3,dub-belg20262_chunk014,4
3,dub-fran20263_chunk021,4
3,fran20264_chunk017,4
3,dub-fran20262_chunk020,4
3,dub-bulg20261_chunk017,4
3,dub-belg20262_chunk012,4
3,dub-bulg20262_chunk012,4
3,dub-bulg20261_chunk015,2
3,dub-belg20261_chunk027,4
3,dub-fran20262_chunk036,4
3,dub-belg20261_chunk017,4
3,dub-belg20262_chunk023,4
3,dub-belg20262_chunk033,4
3,fran20264_chunk011,4
3,dub-fran20263_chunk018,4
3,fran20264_chunk014,4
3,dub-fran20262_chunk017,4
3,dub-fran20263_chunk015,4
3,dub-bulg20261_chunk021,4
3,dub-fran20262_chunk014,4
3,dub-fran20262_chunk040,4
3,dub-fran20263_chunk011,4
3,fran20264_chunk007,4
3,dub-fran20262_chunk029,2
3,dub-bulg20262_chunk013,4
3,dub-belg20261_chunk010,4
3,dub-belg20262_chunk016,4
3,dub-belg20262_chunk031,3
3,dub-belg20261_chunk025,3
3,dub-belg20261_chunk022,4
3,dub-fran20262_chunk013,2
3,dub-belg20262_chunk028,4
3,fran20264_chunk010,2
3,dub-fran20263_chunk014,2
3,dub-bulg20261_chunk018,4
3,dub-fran20262_chunk035,2
30,erit20261_chunk031,4
30,syri20263_chunk060,4
30,syri20264_chunk025,4
30,bulg20263_chunk011,4
35,dub-belg20261_chunk010,4
35,dub-belg20262_chunk016,4
35,dub-fran20262_chunk030,4
35,dub-fran20262_chunk035,2
35,dub-belg20261_chunk020,4
35,dub-belg20262_chunk026,4
35,dub-belg20262_chunk031,2
35,dub-belg20261_chunk025,2
35,dub-fran20262_chunk009,4
35,dub-fran20262_chunk037,4
35,dub-belg20261_chunk019,1
35,dub-belg20262_chunk025,1
35,dub-belg20261_chunk023,2
35,dub-fran20262_chunk038,4
35,dub-belg20261_chunk015,2
35,dub-belg20262_chunk021,2
35,dub-fran20262_chunk029,4
35,dub-fran20263_chunk024,2
35,dub-belg20262_chunk029,2
35,fran20264_chunk020,2
35,dub-belg20262_chunk024,4
35,dub-belg20261_chunk018,4
35,dub-belg20262_chunk028,4
35,dub-fran20262_chunk023,2
35,dub-belg20261_chunk022,4
35,dub-belg20261_chunk024,2
35,dub-belg20262_chunk030,2
35,dub-fran20263_chunk010,4
35,fran20264_chunk006,4
35,dub-fran20262_chunk010,2
35,dub-bulg20261_chunk018,4
35,bulg20263_chunk014,4
35,dub-belg20261_chunk008,4
35,dub-belg20262_chunk014,4
35,dub-belg20261_chunk027,4
35,dub-bulg20262_chunk013,2
35,fran20264_chunk007,2
35,dub-bulg20261_chunk016,2
35,syri20266_chunk057,2
35,syri20267_chunk057,2
35,dub-fran20263_chunk011,2
35,bulg20263_chunk012,3
35,dub-belg20261_chunk011,4
35,dub-belg20262_chunk017,4
35,dub-belg20262_chunk033,4
35,bulg20263_chunk010,1
35,bulg20263_chunk016,4
35,dub-bulg20261_chunk015,1
35,syri20261_chunk053,2
35,syri20263_chunk051,2
35,syri20262_chunk056,2
35,dub-bulg20261_chunk017,4
41,dub-fran20262_chunk028,4
41,bulg20263_chunk014,4
41,dub-bulg20261_chunk017,4
41,dub-fran20262_chunk013,2
41,dub-fran20263_chunk014,3
41,fran20264_chunk010,2
41,dub-fran20263_chunk023,4
41,fran20264_chunk019,4
41,dub-fran20262_chunk022,4
41,dub-fran20263_chunk012,1
41,fran20264_chunk008,1
41,dub-fran20262_chunk011,1
41,bulg20263_chunk030,2
41,dub-nede20265_chunk013,2
41,dub-belg20262_chunk012,4
41,dub-nede20262_chunk014,4
41,bulg20263_chunk033,0
41,dub-fran20262_chunk014,2
41,dub-fran20262_chunk041,4
41,dub-belg20261_chunk023,4
41,dub-nede20261_chunk011,4
41,dub-bulg20261_chunk028,4
41,bulg20263_chunk011,4
41,dub-nede20264_chunk012,4
41,dub-nede20263_chunk014,4
41,dub-belg20262_chunk029,4
41,dub-bulg20262_chunk012,4
41,dub-bulg20261_chunk025,4
41,dub-fran20262_chunk009,4
41,dub-belg20261_chunk006,4
41,dub-fran20263_chunk010,4
41,fran20264_chunk006,4
41,dub-fran20262_chunk023,4
41,dub-fran20262_chunk039,3
41,bulg20263_chunk017,4
41,fran20264_chunk020,4
41,dub-fran20263_chunk015,3
41,dub-fran20263_chunk026,4
41,fran20264_chunk022,4
41,fran20264_chunk011,4
41,dub-fran20262_chunk031,4
41,dub-fran20262_chunk017,4
41,dub-fran20263_chunk016,4
41,dub-fran20263_chunk018,4
41,fran20264_chunk014,4
41,dub-belg20261_chunk011,4
41,dub-belg20262_chunk017,4
41,fran20264_chunk016,2
41,dub-fran20262_chunk019,2
41,dub-bulg20261_chunk014,4
41,dub-fran20262_chunk036,4
41,dub-belg20261_chunk028,4
41,dub-bulg20261_chunk021,4
41,dub-bulg20261_chunk016,2
41,dub-fran20262_chunk025,4
41,dub-belg20261_chunk012,3
41,dub-belg20262_chunk018,3
41,dub-fran20262_chunk038,4
41,dub-fran20262_chunk040,4
41,dub-belg20261_chunk018,4
41,dub-bulg20261_chunk019,4
41,dub-belg20262_chunk024,4
41,dub-belg20261_chunk020,4
41,dub-belg20262_chunk026,4
41,bulg20263_chunk016,4
41,dub-belg20261_chunk014,4
41,dub-belg20262_chunk020,4
41,dub-fran20263_chunk024,4
41,dub-fran20263_chunk020,2
41,dub-belg20262_chunk034,4
41,fran20264_chunk012,4
41,dub-fran20262_chunk015,4
41,dub-fran20263_chunk021,4
41,fran20264_chunk017,4
41,dub-fran20262_chunk020,4
41,dub-nede20262_chunk019,2
41,dub-nede20264_chunk017,4
41,dub-nede20263_chunk019,4
41,dub-nede20261_chunk016,4
41,dub-belg20261_chunk021,4
41,dub-belg20262_chunk027,4
41,bulg20263_chunk010,4
41,dub-belg20261_chunk019,2
41,dub-belg20262_chunk025,2
41,dub-bulg20261_chunk013,4
41,dub-fran20262_chunk021,4
41,dub-fran20263_chunk022,4
41,fran20264_chunk018,4
41,dub-fran20262_chunk008,4
41,bulg20263_chunk012,2
41,dub-fran20262_chunk016,3
41,dub-bulg20261_chunk015,1
41,dub-belg20261_chunk007,4
41,dub-belg20262_chunk013,4
41,rusl202634_chunk031,4
41,rusl202635_chunk032,4
41,dub-belg20261_chunk017,4
41,dub-belg20262_chunk023,4
41,dub-fran20263_chunk017,3
41,fran20264_chunk013,3
44,dub-sver202611_chunk006,4
44,dub-sver20268_chunk008,4
44,dub-sver20266_chunk007,4
44,dub-sver20269_chunk006,4
44,sver202617_chunk007,4
44,dub-sver20268_chunk006,4
44,dub-sver202610_chunk007,4
44,dub-sver20266_chunk009,4
44,dub-sver202612_chunk012,4
44,dub-sver202611_chunk007,4
44,dub-sver20269_chunk009,4
44,dub-sver202614_chunk014,4
44,sver202617_chunk009,4
44,dub-sver202610_chunk009,4
44,keny20262_chunk022,4
44,syri20262_chunk012,4
44,syri20263_chunk007,4
44,ugan202610_chunk015,4
44,ugan20262_chunk013,1
44,ugan20262_chunk008,2
44,ugan202610_chunk010,2
44,ugan202610_chunk013,4
44,ugan20262_chunk011,4
44,29b-bul20261_chunk009,4
44,rusl20262_chunk010,4
44,ugan20262_chunk009,1
44,ugan202610_chunk011,4
44,dub-belg20262_chunk006,4
44,dub-pole20262_chunk005,4
44,syri20262_chunk025,4
44,syri20266_chunk025,4
44,syri20267_chunk025,4
44,syri20261_chunk012,3
44,syri20263_chunk010,3
44,syri20262_chunk015,3
44,syri20266_chunk015,3
44,syri20267_chunk015,3
44,dub-belg20261_chunk016,2
44,dub-belg20262_chunk022,2
44,dub-belg20261_chunk014,4
44,dub-belg20262_chunk020,4
44,syri20261_chunk022,4
44,syri20263_chunk020,4
44,dub-belg20261_chunk022,4
44,dub-belg20262_chunk028,4
44,dub-belg20261_chunk015,4
44,dub-belg20262_chunk021,4
44,erit20261_chunk036,4
44,syri20262_chunk026,2
44,syri20266_chunk026,2
44,syri20267_chunk026,2
44,came20262_chunk012,0
44,dub-bulg20261_chunk054,4
44,dub-belg20262_chunk029,4
44,syri20261_chunk023,2
44,syri20263_chunk021,2
44,syri20261_chunk009,1
44,syri20266_chunk012,1
44,syri20267_chunk012,1
44,dub-belg20261_chunk023,4
44,syri20263_chunk006,0
44,syri20262_chunk011,0
44,bulg20263_chunk023,4
44,afgh202649_chunk019,4
44,ukra20263_chunk025,4
44,dub-fran20263_chunk020,4
44,fran20264_chunk016,4
44,dub-fran20262_chunk019,4
44,syri20264_chunk032,2
44,syri20261_chunk031,4
44,syri20263_chunk029,4
44,syri20262_chunk034,4
44,syri20266_chunk034,4
44,syri20267_chunk034,4
44,syri20266_chunk020,0
44,syri20261_chunk010,2
44,syri20263_chunk008,2
44,syri20262_chunk013,2
44,syri20267_chunk020,0
44,syri202617_chunk032,2
44,syri20266_chunk013,2
44,syri20267_chunk013,2
44,syri20261_chunk017,0
44,syri20263_chunk015,0
44,syri20262_chunk020,0
44,dub-belg20261_chunk021,4
44,dub-belg20262_chunk027,4
44,bulg20263_chunk011,1
44,dub-belg20261_chunk012,4
44,dub-belg20262_chunk018,4
44,dub-belg20262_chunk024,2
44,dub-fran20262_chunk038,2
44,dub-belg20261_chunk018,2
44,syri20267_chunk049,2
44,dub-belg20261_chunk025,2
44,dub-belg20262_chunk031,2
44,syri20261_chunk046,2
44,syri20263_chunk044,2
44,syri20262_chunk049,2
44,syri20266_chunk049,2
55,bulg20263_chunk008,4
55,dub-bulg20261_chunk025,4
55,bulg20263_chunk010,4
55,dub-bulg20261_chunk014,4
55,dub-bulg20261_chunk016,4
55,dub-bulg20261_chunk027,4
55,bulg20263_chunk012,2
55,dub-bulg20261_chunk013,4
55,dub-bulg20261_chunk056,4
55,dub-bulg20261_chunk015,4
55,dub-bulg20261_chunk017,4
55,bulg20263_chunk014,4
55,dub-bulg20261_chunk049,4
55,bulg20263_chunk011,4
55,fran20264_chunk011,4
55,dub-fran20263_chunk015,4
55,dub-fran20263_chunk018,4
55,fran20264_chunk014,4
55,dub-fran20262_chunk017,4
55,dub-fran20262_chunk014,4
55,dub-bulg20261_chunk019,4
55,bulg20263_chunk017,4
55,dub-bulg20261_chunk028,4
55,dub-fran20262_chunk030,4
55,dub-bulg20261_chunk026,4
55,irak20265_chunk019,4
55,dub-fran20263_chunk012,2
55,fran20264_chunk008,2
55,dub-fran20262_chunk011,2
55,dub-fran20263_chunk017,4
55,fran20264_chunk013,4
55,dub-fran20262_chunk016,4
55,dub-belg20261_chunk028,4
55,dub-belg20262_chunk034,4
55,dub-fran20262_chunk009,4
55,dub-belg20261_chunk019,2
55,dub-belg20262_chunk025,2
55,dub-bulg20261_chunk021,4
55,dub-fran20262_chunk039,2
55,dub-fran20263_chunk016,4
55,fran20264_chunk012,4
55,dub-fran20262_chunk015,4
55,syri20266_chunk051,4
55,syri20267_chunk051,4
55,dub-fran20262_chunk013,2
55,fran20264_chunk010,3
55,dub-fran20263_chunk014,3
55,dub-fran20262_chunk019,2
55,fran20264_chunk006,4
55,dub-fran20263_chunk010,4
55,dub-nede20265_chunk013,2
55,dub-fran20263_chunk020,2
55,fran20264_chunk016,2
55,dub-fran20263_chunk023,2
55,fran20264_chunk019,2
55,dub-fran20262_chunk022,2
55,dub-fran20262_chunk031,4
55,dub-fran20262_chunk008,4
55,dub-fran20262_chunk038,4
55,dub-pole20257_chunk010,4
55,dub-nede20264_chunk012,4
55,dub-nede20263_chunk014,4
55,fran20264_chunk005,4
55,dub-belg20261_chunk020,4
55,dub-nede20262_chunk014,4
55,dub-belg20261_chunk023,4
55,dub-belg20262_chunk029,4
55,dub-belg20262_chunk026,4
55,dub-nede20261_chunk011,4
55,dub-fran20263_chunk009,4
55,bulg20263_chunk009,3
55,dub-fran20263_chunk021,4
55,fran20264_chunk017,4
55,dub-fran20262_chunk023,2
55,dub-belg20261_chunk021,4
55,dub-belg20262_chunk027,4
55,dub-fran20262_chunk020,4
55,syri20267_chunk037,4
55,syri20262_chunk037,4
55,syri20266_chunk037,4
55,syri20261_chunk034,4
55,syri20263_chunk032,4
55,dub-nede20264_chunk017,2
55,dub-nede20263_chunk019,2
55,fran20264_chunk020,4
55,dub-pole20262_chunk011,4
55,dub-belg20261_chunk017,4
55,dub-belg20262_chunk023,4
55,dub-fran20263_chunk024,4
55,dub-fran20262_chunk040,4
55,syri20261_chunk046,4
55,syri20266_chunk049,4
55,syri20267_chunk049,4
55,syri20263_chunk044,4
55,syri20262_chunk049,4
55,syri20261_chunk017,2
55,syri20263_chunk015,2
55,syri20262_chunk020,2
55,syri20267_chunk020,2
55,syri20266_chunk020,2
63,syri202621_chunk010,4
63,afgh202646_chunk004,4
63,niga20264_chunk014,4
63,syri202617_chunk008,4
63,syri202616_chunk008,4
63,afgh202617_chunk005,4
63,dub-bulg20261_chunk027,2
63,syri202621_chunk007,4
63,dub-bulg20261_chunk025,4
63,syri20263_chunk051,1
63,syri20261_chunk053,1
63,syri202613_chunk026,4
63,syri202614_chunk011,4
63,syri202614_chunk011_dup1,4
63,syri20264_chunk046,4
63,syri20265_chunk013,4
63,syri20266_chunk057,2
63,syri20267_chunk057,2
63,syri20262_chunk056,1
63,syri20261_chunk054,4
63,afgh202618_chunk005,4
65,bulg20263_chunk032,2
65,bulg20263_chunk030,2
65,rusl202634_chunk022,1
65,rusl202635_chunk023,1
65,rusl202634_chunk014,2
65,rusl202635_chunk015,2
65,bulg20263_chunk034,4
65,rusl202629_chunk019,2
65,rusl20266_chunk018,2
65,syri20263_chunk020,4
65,syri20262_chunk025,4
65,dub-bulg20261_chunk027,3
65,syri20261_chunk023,2
65,syri20266_chunk025,4
65,syri20267_chunk025,4
65,syri20261_chunk022,4
65,bulg20263_chunk033,1
65,dub-bulg20261_chunk035,3
65,bulg20263_chunk019,4
65,syri20263_chunk021,2
65,syri20262_chunk026,2
65,syri20266_chunk026,2
65,syri20267_chunk026,2
65,syri20261_chunk011,1
65,syri20263_chunk009,1
65,bulg20263_chunk014,4
65,bulg20263_chunk035,4
65,syri20267_chunk014,1
65,bulg20263_chunk021,2
65,dub-fran20262_chunk021,4
65,syri20261_chunk012,2
65,rusl20266_chunk014,2
65,rusl20266_chunk022,4
65,dub-bulg20261_chunk026,2
65,dub-belg20261_chunk028,4
65,dub-belg20262_chunk034,4
65,syri20266_chunk021,1
65,syri20267_chunk021,1
65,dub-fran20262_chunk036,4
65,dub-fran20263_chunk022,4
65,fran20264_chunk018,4
65,rusl202634_chunk030,2
65,rusl202635_chunk031,2
65,bulg20263_chunk011,4
65,dub-belg20262_chunk020,4
65,dub-belg20261_chunk014,4
65,dub-belg20262_chunk029,4
65,dub-belg20261_chunk010,4
65,dub-belg20262_chunk016,4
65,syri20263_chunk049,3
65,syri20262_chunk054,3
65,syri20266_chunk055,3
65,dub-belg20261_chunk025,3
65,dub-belg20262_chunk031,3
65,syri20261_chunk021,2
65,syri20263_chunk019,2
65,syri20262_chunk024,2
65,syri20266_chunk024,2
65,syri20267_chunk024,2
65,dub-belg20261_chunk027,4
65,dub-belg20262_chunk033,4
65,syri20261_chunk046,4
65,syri20263_chunk044,4
65,syri20262_chunk049,4
65,syri20266_chunk049,4
65,syri20267_chunk049,4
65,syri20261_chunk051,3
65,syri20262_chunk014,1
65,syri20266_chunk014,1
65,syri20263_chunk027,2
65,syri20262_chunk032,2
65,syri20266_chunk032,2
65,bulg20263_chunk015,4
65,dub-belg20261_chunk024,3
65,dub-belg20262_chunk030,3
65,rusl202634_chunk018,4
65,rusl202635_chunk019,4
65,dub-bulg20262_chunk012,4
65,rusl202634_chunk013,4
65,rusl202635_chunk014,4
65,syri20261_chunk029,2
65,rusl20266_chunk017,4
65,dub-fran20262_chunk037,4
65,syri20261_chunk018,1
65,syri20263_chunk016,1
65,syri20262_chunk021,1
65,rusl202629_chunk018,4
65,rusl202629_chunk023,4
65,dub-belg20261_chunk022,4
65,dub-belg20261_chunk023,4
65,dub-bulg20261_chunk017,4
65,dub-belg20262_chunk028,4
65,bulg20263_chunk012,2
65,syri20264_chunk029,1
65,dub-belg20261_chunk012,3
65,dub-belg20262_chunk018,3
65,syri20267_chunk055,4
65,syri20267_chunk032,2
65,rusl202634_chunk031,4
65,rusl202635_chunk032,4
66,dub-fran20262_chunk025,4
66,dub-fran20263_chunk026,4
66,fran20264_chunk022,4
66,dub-fran20262_chunk038,4
66,dub-belg20262_chunk024,4
66,dub-belg20261_chunk018,4
66,dub-belg20262_chunk012,4
66,fran20264_chunk006,4
66,dub-nede20261_chunk011,4
66,dub-nede20264_chunk012,4
66,dub-nede20263_chunk014,4
66,dub-nede20262_chunk014,4
66,dub-fran20263_chunk010,4
66,dub-belg20261_chunk007,4
66,dub-belg20262_chunk013,4
66,dub-fran20262_chunk014,4
66,fran20264_chunk011,4
66,dub-fran20263_chunk015,4
66,dub-fran20262_chunk009,4
66,fran20264_chunk020,4
66,dub-fran20262_chunk023,4
66,fran20264_chunk008,2
66,dub-fran20262_chunk011,2
66,dub-belg20261_chunk006,4
66,dub-fran20263_chunk012,2
66,dub-belg20261_chunk028,4
66,dub-bulg20261_chunk019,4
66,dub-fran20263_chunk024,4
66,bulg20263_chunk014,4
66,dub-fran20263_chunk018,4
66,fran20264_chunk014,4
66,dub-fran20262_chunk017,4
66,bulg20263_chunk017,4
66,dub-belg20261_chunk019,2
66,dub-belg20262_chunk025,2
66,dub-belg20261_chunk014,4
66,dub-belg20262_chunk020,4
66,dub-belg20261_chunk012,4
66,dub-belg20262_chunk018,4
66,dub-belg20262_chunk034,4
66,dub-nede20265_chunk013,2
66,fran20264_chunk016,4
66,dub-fran20262_chunk019,4
66,dub-nede20262_chunk019,4
66,dub-nede20264_chunk017,4
66,dub-nede20263_chunk019,4
66,dub-nede20261_chunk016,4
66,dub-belg20261_chunk017,4
66,dub-belg20262_chunk023,4
66,dub-fran20263_chunk020,4
66,dub-bulg20261_chunk017,4
66,bulg20263_chunk011,4
66,dub-fran20263_chunk016,4
66,fran20264_chunk012,4
66,dub-fran20263_chunk021,4
66,dub-belg20261_chunk011,4
66,dub-belg20262_chunk017,4
66,dub-fran20262_chunk015,4
66,dub-fran20262_chunk039,4
66,bulg20263_chunk030,2
66,dub-fran20263_chunk023,2
66,fran20264_chunk019,2
66,dub-fran20262_chunk022,2
66,bulg20263_chunk012,3
66,dub-bulg20261_chunk016,4
66,dub-fran20262_chunk008,4
66,dub-bulg20261_chunk013,4
66,fran20264_chunk017,4
66,dub-fran20262_chunk020,4
66,dub-bulg20261_chunk021,4
66,dub-fran20262_chunk036,4
66,dub-fran20262_chunk013,2
66,dub-belg20261_chunk020,4
66,dub-belg20262_chunk026,4
66,dub-fran20262_chunk041,4
66,dub-fran20262_chunk040,4
66,bulg20263_chunk033,0
66,fran20264_chunk010,2
66,dub-bulg20261_chunk028,4
66,dub-fran20263_chunk014,2
66,dub-fran20262_chunk031,4
66,dub-bulg20261_chunk025,4
66,bulg20263_chunk016,4
66,bulg20263_chunk010,4
66,dub-belg20261_chunk023,4
66,dub-bulg20261_chunk014,4
66,dub-belg20262_chunk029,4
66,dub-belg20261_chunk021,4
66,dub-belg20262_chunk027,4
66,dub-bulg20262_chunk012,4
66,dub-fran20262_chunk021,4
66,dub-fran20263_chunk022,4
66,fran20264_chunk018,4
66,dub-bulg20261_chunk015,2
66,rusl202634_chunk031,4
66,rusl202635_chunk032,4
66,dub-fran20262_chunk016,2
66,bulg20263_chunk032,2
66,dub-fran20263_chunk017,2
66,fran20264_chunk013,2
68,afgh202617_chunk019,5
68,ugan202617_chunk007,4
68,soma202612_chunk006,4
68,jord20261_chunk004,4
68,afgh202618_chunk016,4
68,ugan20264_chunk005,4
68,jord20261_chunk009,4
68,indi20262_chunk012,4
68,jord20261_chunk010,4
68,ugan202617_chunk017,4
68,ghan20261_chunk004,4
68,rusl20266_chunk005,4
68,syri202620_chunk010,4
68,rusl20265_chunk008,4
68,erit20262_chunk016,4
68,ugan202614_chunk011,4
68,ugan202615_chunk015,4
68,jord20262_chunk013,4
68,paki20261_chunk006,4
68,soma202612_chunk005,4
68,land20264_chunk016,4
68,irak20263_chunk006,4
68,ugan20263_chunk003,4
68,ugan20262_chunk004,5
68,syri202620_chunk009,4
68,rusl20269_chunk015,4
68,maro20253_chunk007,4
68,bosn20261_chunk005,4
68,rusl202637_chunk019,4
68,rusl202637_chunk011,4
68,jord20262_chunk007,4
68,rusl20266_chunk033,4
68,paki20263_chunk019,4
68,ukra202620_chunk007,4
68,alge20261_chunk034,4
68,irak20262_chunk015,4
68,rusl202637_chunk023,4
68,afgh20267_chunk011,4
68,keny20262_chunk013,4
68,ugan202618_chunk004,4
68,tyrk20266_chunk026,2
68,ugan202621_chunk005,4
68,geor20263_chunk016,4
68,afgh202649_chunk009,4
68,stat20261_chunk011,4
68,afgh202646_chunk014,4
68,geor20263_chunk018,2
68,afgh202646_chunk013,4
68,rusl202636_chunk027,4
68,irak20261_chunk006,4
68,vene20261_chunk014,4
68,ugan20265_chunk006,4
68,rusl20264_chunk007,4
68,etio20261_chunk024,4
68,syri202617_chunk019,4
68,ghan20261_chunk007,4
68,niga20267_chunk018,4
68,rusl202636_chunk028,4
68,tyrk20269_chunk007,4
68,ugan202615_chunk014,4
68,ugan20263_chunk006,4
68,rusl202626_chunk007,4
68,ugan20265_chunk014,4
68,dub-tysk202627_chunk005,4
68,ukra202610_chunk006,4
68,irak20261_chunk009,4
68,jord20261_chunk008,4
68,soma20261_chunk010,4
68,ugan202610_chunk006,4
68,syri202615_chunk017,4
68,afgh20264_chunk006,4
68,soma20269_chunk018,4
68,soma202612_chunk004,4
68,bosn20261_chunk004,4
68,rusl20264_chunk005,4
68,maro20262_chunk008,4
68,stat20267_chunk017,4
68,dub-schw20264_chunk009,4
68,afgh20264_chunk011,4
68,dub-tysk202627_chunk007,4
68,niga20261_chunk013,4
68,syri202610_chunk012,4
68,jord20261_chunk007,4
68,rusl202616_chunk012,4
68,stat20268_chunk013,4
68,soma20261_chunk017,4
68,rusl202634_chunk041,4
68,afgh202650_chunk010,4
68,syri20266_chunk009,4
68,soma202611_chunk009,4
68,maro20262_chunk020,4
68,ukra20263_chunk007,4
68,rusl20265_chunk021,4
68,rusl20269_chunk006,4
68,land20264_chunk019,4
68,alder20261_chunk003,4
68,dub-tysk202627_chunk006,4
68,dub-rumae20264_chunk012,4
68,dub-tysk20265_chunk008,4
68,ukra202619_chunk012,2
83,ukra20265_chunk035,4
83,syri20262_chunk035,4
83,syri20266_chunk035,4
83,syri20267_chunk035,4
83,ukra20261_chunk007,1
83,syri20261_chunk032,4
83,syri20263_chunk030,4
83,syri20261_chunk022,4
83,syri20263_chunk020,4
83,syri20262_chunk025,4
83,syri20266_chunk025,4
83,syri20267_chunk025,4
83,syri20261_chunk015,4
83,syri20263_chunk013,4
83,syri20262_chunk018,4
83,syri20266_chunk018,4
83,syri20267_chunk018,4
83,syri20263_chunk034,4
83,syri20262_chunk039,4
83,syri20266_chunk039,4
