topic_id,chunk_id,doc_id,query_id,generated_query,chunk_index,total_chunks,chunk_text,item_id,title,url,country,published_date,court,case_type,case_number,topic_label,topic_keywords,topic_probability,topic_name
0,3965_chunk000,3965,3965_chunk000_query,when did the applicants acquire Canadian citizenship and what is the likely Ukrainian citizenship status of their children,0,2,"The applicants submitted applications for temporary protection in April 2022 and at the interview they mentioned to have moved to Canada in 2012 and lived there until 2020. They acquired Canadian citizenship around 2018. The children were both born in Canada, but probably also have Ukrainian citizenship.",3965,CH: The Federal Administrative Court clarified that Ukrainian nationals holding another nationality in a safe country are not eligible for temporary protection,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3965&returnurl=%2fPages%2fsearch.aspx,Switzerland,05/12/2022,CH: Federal Administrative Court [Bundesverwaltungsgericht - Tribunal administratif fédéral - FAC],Judgment,E-3638/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.969528859535176,Asylum Definition And Assessment
0,3965_chunk001,3965,3965_chunk001_query,define compulsory COVID-19 vaccination in Ukraine,1,2,"They returned to Ukraine in 2020 and are no longer willing to return there for multiple reasons, including that the COVID-19 vaccination is compulsory there and they oppose to...",3965,CH: The Federal Administrative Court clarified that Ukrainian nationals holding another nationality in a safe country are not eligible for temporary protection,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3965&returnurl=%2fPages%2fsearch.aspx,Switzerland,05/12/2022,CH: Federal Administrative Court [Bundesverwaltungsgericht - Tribunal administratif fédéral - FAC],Judgment,E-3638/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3427_chunk000,3427,3427_chunk000_query,provide a summary of the BAMF decision regarding the Iranian applicant's international protection application,0,2,"The applicant, an Iranian national, of Azerbaijani origin and Christian, entered Germany on 23 January 2016. On 11 May 2016, the person applied for international protection with the Federal Office for Migration and Refugees (BAMF). BAMF rejected the application by decision of 30 January 2017 and did not provide any prohibition to deportation.",3427,DE: The Regional Court of Coburg confirmed that detention was lawfully used pending deportation in the case of an Iranian national who had threatened with suicide if returned to the country of origin.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3427&returnurl=%2fPages%2fsearch.aspx,Germany,24/11/2022,DE: Regional Court [Landgericht],Judgment,41 T 25/21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.836074783148086,Asylum Definition And Assessment
0,3427_chunk001,3427,3427_chunk001_query,provide a definition of appeal before the Bavarian Administrative Court,1,2,The applicant filed an appeal on 13 February 2017 before the Bavarian Administrative Court in Bayreuth which was rejected with the judgment of 7...,3427,DE: The Regional Court of Coburg confirmed that detention was lawfully used pending deportation in the case of an Iranian national who had threatened with suicide if returned to the country of origin.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3427&returnurl=%2fPages%2fsearch.aspx,Germany,24/11/2022,DE: Regional Court [Landgericht],Judgment,41 T 25/21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9360609458607865,Asylum Definition And Assessment
0,3265_chunk000,3265,3265_chunk000_query,when did the family with children from Georgia apply for international protection in Spain,0,2,"The applicants, a family with children, nationals of Georgia, applied for international protection in Spain on 3 July 2018, stating that the husband had a traffic accident with an employee of a hotel near his home, that he received compensation from the hotel, and in turn, the hotel claimed the money from the employee for being the culprit.",3265,"ES: The Supreme Court highlighted that national authorities must assess a request for humanitarian protection within the asylum procedure, if requested by the applicant, and proprio motu if the applicant is vulnerable.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3265&returnurl=%2fPages%2fsearch.aspx,Spain,16/11/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 4338/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9014263569349532,Asylum Definition And Assessment
0,3265_chunk001,3265,3265_chunk001_query,what is the husband’s account of the employee’s actions at the applicants’ home,1,2,"The husband indicated that the employee appeared at the applicants' home and claimed the amount of compensation, harassed his wife and threatened...",3265,"ES: The Supreme Court highlighted that national authorities must assess a request for humanitarian protection within the asylum procedure, if requested by the applicant, and proprio motu if the applicant is vulnerable.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3265&returnurl=%2fPages%2fsearch.aspx,Spain,16/11/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 4338/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.830727404610891,Asylum Definition And Assessment
3,3230_chunk000,3230,3230_chunk000_query,what are the grounds for denying subsidiary protection based on serious crime allegations,0,2,"The applicant, an Afghan national, was denied subsidiary protection on exclusion grounds, namely that there were serious reasons for considering that he had committed a serious crime. The decision was upheld by the National Court of Asylum (CNDA), and the applicant subsequently appealed to the Council of State.",3230,"FR: The Council of State ruled that the fact that the applicant had cultivated poppy in his country of origin, Afghanistan, did not justify his exclusion from international protection on the basis of the commission of serious crimes.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3230&returnurl=%2fPages%2fsearch.aspx,France,15/11/2022,FR: Council of State [Conseil d'État],Decision,No 457799,3_subsidiary_protection_the_define,"subsidiary, protection, the, define, is, what, need, person, status, can",1.0,Subsidiary Protection Definition
1,3230_chunk001,3230,3230_chunk001_query,define credibility assessment of applicant's cannabis cultivation between 2006 and 2011,1,2,"The Council of State noted that, according to the CNDA's findings, between 2006 and 2011, when he was aged between 16 and 21, the applicant had cultivated cannabis or...",3230,"FR: The Council of State ruled that the fact that the applicant had cultivated poppy in his country of origin, Afghanistan, did not justify his exclusion from international protection on the basis of the commission of serious crimes.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3230&returnurl=%2fPages%2fsearch.aspx,France,15/11/2022,FR: Council of State [Conseil d'État],Decision,No 457799,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.41356458284766723,Credibility Assessment Definition
0,3240_chunk000,3240,3240_chunk000_query,UN Committee Against Torture ruling on Switzerland and article 3 of the Convention Against Torture,0,2,The UN Committee Against Torture ruled that Switzerland has violated its procedural obligations under article 3 of the Convention Against Torture:,3240,"The UN Committee Against Torture ruled that Switzerland had violated its procedural obligations under article 3 of the Convention Against Torture by not conducting prompt, effective and impartial investigations and preventing access to an effective remedy.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3240&returnurl=%2fPages%2fsearch.aspx,United Nations,11/11/2022,UN: Committee against Torture [CAT],Individual Complaints/Views,No 972/2019,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.7926959044341407,Asylum Definition And Assessment
2,3240_chunk001,3240,3240_chunk001_query,define credibility assessment in migration applications,1,2,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was...",3240,"The UN Committee Against Torture ruled that Switzerland had violated its procedural obligations under article 3 of the Convention Against Torture by not conducting prompt, effective and impartial investigations and preventing access to an effective remedy.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3240&returnurl=%2fPages%2fsearch.aspx,United Nations,11/11/2022,UN: Committee against Torture [CAT],Individual Complaints/Views,No 972/2019,2_credibility_assessment_define_in,"credibility, assessment, define, in, claims, context, applications, asylum, ethiopian, interpreter",0.10536403636583427,Credibility Assessment & Interpretation
0,3137_chunk000,3137,3137_chunk000_query,what are the rights of an applicant in an asylum procedure,0,2,"The applicant, Colombian national, applied for international protection on 4 September 2019 and he was informed on the same day of his rights in the asylum procedure, including the right to free legal aid from the state in case he lacked sufficient financial resources. The applicant was handed over a form where he could tick the services he requires.",3137,"ES: The Supreme Court clarified that, where legal aid is not mandatory, and the applicant was duly informed of his/her rights, failure to mark a box in the respective form amounts to tacit waiver of such right.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3137&returnurl=%2fPages%2fsearch.aspx,Spain,02/11/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 4002/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9490582392108357,Asylum Definition And Assessment
0,3137_chunk001,3137,3137_chunk001_query,define lawyer assistance in asylum application rejection,1,2,"He requested an interpreter, but the form was left blank on the part of lawyer assistance.

The application for asylum was rejected as...",3137,"ES: The Supreme Court clarified that, where legal aid is not mandatory, and the applicant was duly informed of his/her rights, failure to mark a box in the respective form amounts to tacit waiver of such right.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3137&returnurl=%2fPages%2fsearch.aspx,Spain,02/11/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 4002/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3270_chunk000,3270,3270_chunk000_query,appeal of decision regarding international protection registration,0,2,"The applicant, whose Dublin transfer time limit was extended, appealed the decision of 8 November 2021 of the Police Prefect which refused the registration of the request for international protection in the regular procedure.",3270,FR: The Council of State provided an opinion on appeals lodged by Dublin transferees against refusals to examine a request for international procedure in the regular procedure.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3270&returnurl=%2fPages%2fsearch.aspx,France,27/10/2022,FR: Council of State [Conseil d'État],Decision,No 465885,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3270_chunk001,3270,3270_chunk001_query,define admissibility of appeal against refusal to examine request for international protection,1,2,The Council of State held that the appeal against a refusal to examine the request for international protection in the regular procedure is admissible only if the person concerned is able to establish that the transfer period has expired and the transfer can no...,3270,FR: The Council of State provided an opinion on appeals lodged by Dublin transferees against refusals to examine a request for international procedure in the regular procedure.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3270&returnurl=%2fPages%2fsearch.aspx,France,27/10/2022,FR: Council of State [Conseil d'État],Decision,No 465885,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9606543373956009,Asylum Definition And Assessment
0,3275_chunk000,3275,3275_chunk000_query,provide a summary of the applicant’s international protection application process,0,2,"The applicant, a Syrian national, applied for international protection on 2 October 2021 in Austria. As he had already applied for international protection in Malta in September 2021, the Federal Office for Immigration and Asylum (BFA) requested the Maltese authorities to take back the applicant, which Malta accepted.",3275,AT: The Constitutional Court overturned a decision to transfer a Syrian national from Germany to Malta.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3275&returnurl=%2fPages%2fsearch.aspx,Austria,20/09/2022,AT: Constitutional Court [Verfassungsgerichtshof Österreich],Judgment,E622/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8500344751766148,Asylum Definition And Assessment
1,3275_chunk001,3275,3275_chunk001_query,provide a definition of credibility assessment,1,2,"By decision of 25 November 2021, the BFA rejected the application for international protection as inadmissible and ordered the applicant's removal to Malta. The applicant...",3275,AT: The Constitutional Court overturned a decision to transfer a Syrian national from Germany to Malta.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3275&returnurl=%2fPages%2fsearch.aspx,Austria,20/09/2022,AT: Constitutional Court [Verfassungsgerichtshof Österreich],Judgment,E622/2022,1_credibility_assessment_definition_provide,"credibility, assessment, definition, provide, of, context, define, in, remote, cultivation",0.9177679637540547,Credibility Assessment Definition
0,3315_chunk000,3315,3315_chunk000_query,What is the legal situation regarding the Dublin transfer of an Afghan national to Austria and the subsequent annulment of the transfer?,0,2,"The case concerned a request for urgent interim measures submitted by an Afghan national against a Dublin transfer to Austria. The Dublin transfer was accepted by Austria, but it has been annulled in court by decision of 20 January 2021, when the judicial authority decided that Italy had the competence to process the asylum application.",3315,IT: The civil tribunal of Rome ordered the immediate access of the applicant to the international protection procedure following a judicial decision assessing in the Dublin procedure that Italy was responsible to process the application.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3315&returnurl=%2fPages%2fsearch.aspx,Italy,02/09/2022,IT: Civil Court [Tribunale],Interim Measures,,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8579294828994596,Asylum Definition And Assessment
0,3315_chunk001,3315,3315_chunk001_query,provide a definition of proceedings for determining the responsible member State,1,2,"In that decision, the court also urged the competent authority to close the proceedings for determining the responsible member State and to start processing...",3315,IT: The civil tribunal of Rome ordered the immediate access of the applicant to the international protection procedure following a judicial decision assessing in the Dublin procedure that Italy was responsible to process the application.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3315&returnurl=%2fPages%2fsearch.aspx,Italy,02/09/2022,IT: Civil Court [Tribunale],Interim Measures,,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.7296266768581655,Asylum Definition And Assessment
0,3409_chunk000,3409,3409_chunk000_query,define Dublin transfer responsibility according to Dublin III Regulation,0,2,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania.",3409,"DE: The Regional Administrative Court of Düsseldorf confirmed a Dublin transfer to Lithuania, examining the situation of Dublin returnees in this country in the context of the Lithuanian legislative package to change the asylum procedure due to the mass influx of refugees.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3409&returnurl=%2fPages%2fsearch.aspx,Germany,26/08/2022,DE: Regional Administrative Court [Verwaltungsgericht],Judgment,29 L 1620/22.A,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3409_chunk001,3409,3409_chunk001_query,what are the grounds for rejecting an appeal?,1,2,The Regional Administrative Court of Düsseldorf rejected the appeal holding that there were no impediments to transferring the applicant to...,3409,"DE: The Regional Administrative Court of Düsseldorf confirmed a Dublin transfer to Lithuania, examining the situation of Dublin returnees in this country in the context of the Lithuanian legislative package to change the asylum procedure due to the mass influx of refugees.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3409&returnurl=%2fPages%2fsearch.aspx,Germany,26/08/2022,DE: Regional Administrative Court [Verwaltungsgericht],Judgment,29 L 1620/22.A,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9662309634212142,Asylum Definition And Assessment
0,3284_chunk000,3284,3284_chunk000_query,what measures should be taken to transfer unaccompanied minors to Spain,0,2,The case concerned an appeal against the decision of the Administrative Court by which the court urged the Delegacion del Gobierno of Ceuta to take all the necessary measures for the cessation of the proceedings and the immediate transfer to Spain to all unaccompanied minors previously returned to Morocco.,3284,ES: The High Court of Justice of Andalucía ruled that mass returns of minors from Ceuta to Morocco breached the returnees' fundamental rights due to violations of procedural requirements.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3284&returnurl=%2fPages%2fsearch.aspx,Spain,24/06/2022,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,ST TSJ 139/2021,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8991800019181371,Asylum Definition And Assessment
0,3284_chunk001,3284,3284_chunk001_query,what are the articles of the ECHR violated by the returns of minors to Morocco,1,2,"In the appealed decision, the Administrative Court found the returns of minors to Morocco violated articles 3, 13 and 5 of the ECHR and corresponding articles 7, 10, 2, 14, 9 and...",3284,ES: The High Court of Justice of Andalucía ruled that mass returns of minors from Ceuta to Morocco breached the returnees' fundamental rights due to violations of procedural requirements.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3284&returnurl=%2fPages%2fsearch.aspx,Spain,24/06/2022,ES: High Court of Justice [Tribunal Superior de Justicia],Judgment,ST TSJ 139/2021,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.7941085656104727,Asylum Definition And Assessment
0,2506_chunk000,2506,2506_chunk000_query,provide a definition of residence permit application rejection due to lack of travel document,0,2,"The applicant, A, Ethiopian national, requested residence permit on the basis of family reunification with his cohabitation spouse B, who had a permanent residence permit issued on individual reasons. The FIS rejected the request by decision of 2 May 2019 and ordered the repatriation of A, considering that he did not meet the requirements as he did not present a valid travel document.",2506,FI: The Supreme Administrative Court confirmed a negative decision on family reunification due to failure to provide a valid travel document.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=2506&returnurl=%2fPages%2fsearch.aspx,Finland,07/04/2022,FI: Supreme Administrative Court [Korkein hallinto-oikeus],Judgment,KHO:2022:45,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8574922176659959,Asylum Definition And Assessment
0,2506_chunk001,2506,2506_chunk001_query,define protection of family life and best interests of the child,1,2,The applicant also had a child and invoked the protection of family life and best interests of the child as a...,2506,FI: The Supreme Administrative Court confirmed a negative decision on family reunification due to failure to provide a valid travel document.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=2506&returnurl=%2fPages%2fsearch.aspx,Finland,07/04/2022,FI: Supreme Administrative Court [Korkein hallinto-oikeus],Judgment,KHO:2022:45,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8850723663979808,Asylum Definition And Assessment
3,3239_chunk000,3239,3239_chunk000_query,define subsidiary protection,0,2,"The applicant was refused refugee protection and granted subsidiary protection by national authorities. He appealed against this decision before the Municipal Court, requesting the annulment of the part of the decision rejecting his request for refugee protection.",3239,CZ: The Constitutional Court ruled that individuals may appeal against a decision which grants them subsidiary protection and request refugee protection without the risk of losing the already gained subsidiary protection status and being placed in the position of being an applicant for international protection while a new assessment takes place.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3239&returnurl=%2fPages%2fsearch.aspx,Czech Republic,29/03/2022,CZ: Constitutional Court [Ústavní Soud],Judgment,IV. ÚS 1642/21,3_subsidiary_protection_the_define,"subsidiary, protection, the, define, is, what, need, person, status, can",1.0,Subsidiary Protection Definition
0,3239_chunk001,3239,3239_chunk001_query,define unlawful annulment of a refugee protection application,1,2,"The Municipal Court stated that the authorities' decision to reject his application for refugee protection was unlawful and annulled the decision in its entirety, claiming that annulling only part of it would lead to an...",3239,CZ: The Constitutional Court ruled that individuals may appeal against a decision which grants them subsidiary protection and request refugee protection without the risk of losing the already gained subsidiary protection status and being placed in the position of being an applicant for international protection while a new assessment takes place.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3239&returnurl=%2fPages%2fsearch.aspx,Czech Republic,29/03/2022,CZ: Constitutional Court [Ústavní Soud],Judgment,IV. ÚS 1642/21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8553150953840535,Asylum Definition And Assessment
0,3272_chunk000,3272,3272_chunk000_query,What is the Bavarian Higher Administrative Court’s ruling on criminal liability of religious orders regarding church asylum under the Dublin procedure?,0,2,The Bavarian Higher Administrative Court decided on a case regarding the criminal liability of religious orders when providing support for an unauthorised stay by granting church asylum to individuals under the Dublin procedure.,3272,DE: The Bavarian High Court ruled that granting shelter and food to persons obliged to leave Germany cannot be considered a criminal offence if the agreement on church asylum is followed and that there is no obligation on the host to actively end church asylum when the stay in unauthorised.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3272&returnurl=%2fPages%2fsearch.aspx,Germany,25/02/2022,DE: Higher Administrative Court (Oberverwaltungsgericht/Verwaltungsgerichtshof),Judgment,201 StRR 95/21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8224860626188149,Asylum Definition And Assessment
0,3272_chunk001,3272,3272_chunk001_query,describe the case of the monk B. granting church asylum to A.,1,2,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April...",3272,DE: The Bavarian High Court ruled that granting shelter and food to persons obliged to leave Germany cannot be considered a criminal offence if the agreement on church asylum is followed and that there is no obligation on the host to actively end church asylum when the stay in unauthorised.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3272&returnurl=%2fPages%2fsearch.aspx,Germany,25/02/2022,DE: Higher Administrative Court (Oberverwaltungsgericht/Verwaltungsgerichtshof),Judgment,201 StRR 95/21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9146621740006985,Asylum Definition And Assessment
0,3277_chunk000,3277,3277_chunk000_query,what is the legal assistance claim regarding an international protection application in the Netherlands,0,2,The applicant is an Algerian national who applied for international protection in the Netherlands and the State Secretary decided on 30 November 2021 not to process the application in the regular procedure. The applicant claimed that during the registration phase he was not informed of the possibility to apply for legal assistance.,3277,NL: The Court of the Hague (seated in Zwolle) found that the State Secretary violated the principle of due care by not providing legal aid to the applicant at the initial stage of the asylum procedure,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3277&returnurl=%2fPages%2fsearch.aspx,Netherlands,25/02/2022,NL: Court of The Hague [Rechtbank Den Haag],Judgment,NL21.19915,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8888813682978524,Asylum Definition And Assessment
0,3277_chunk001,3277,3277_chunk001_query,What is the role of the Legal Aid Board in an asylum procedure?,1,2,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested...",3277,NL: The Court of the Hague (seated in Zwolle) found that the State Secretary violated the principle of due care by not providing legal aid to the applicant at the initial stage of the asylum procedure,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3277&returnurl=%2fPages%2fsearch.aspx,Netherlands,25/02/2022,NL: Court of The Hague [Rechtbank Den Haag],Judgment,NL21.19915,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9318481189540256,Asylum Definition And Assessment
0,3232_chunk000,3232,3232_chunk000_query,cancel article L. 554-1 of the entry and residence code for foreigners (CESEDA) for restricting access to the labour market for Dublin applicants,0,2,The Council of State cancelled the new article L. 554-1 of the entry and residence code for foreigners (CESEDA) for restricting access to the labour market for Dublin applicants.,3232,FR: The Council of State annulled the provisions of the entry and residence code for foreigners restricting access to the labour market for Dublin applicants awaiting their transfer.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3232&returnurl=%2fPages%2fsearch.aspx,France,24/02/2022,FR: Council of State [Conseil d'État],Decision,No 450285,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3232_chunk001,3232,3232_chunk001_query,what access to the labour market is authorised for applicants who did not receive a decision from OFPRA within six months due to circumstances beyond their control,1,2,"This provision authorised access to the labour market to applicants who did not receive a decision from OFPRA within six months from their application, due to circumstances beyond their control, excluding Dublin applicants awaiting for their transfer to the Member State responsible to examine their asylum...",3232,FR: The Council of State annulled the provisions of the entry and residence code for foreigners restricting access to the labour market for Dublin applicants awaiting their transfer.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3232&returnurl=%2fPages%2fsearch.aspx,France,24/02/2022,FR: Council of State [Conseil d'État],Decision,No 450285,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8404203346262334,Asylum Definition And Assessment
0,3286_chunk000,3286,3286_chunk000_query,provide a definition of appeal against a judgment,0,2,"The General Administration of the State brought an appeal on points of law against the judgment of 3 October 2019 delivered by the Second Section of the Administrative Chamber of the High Court of Justice of Andalusia, located in Málaga.",3286,"ES: The Supreme Court stated that removal procedures for irregular stay should be suspended from the moment the subject submits an application for international protection, until the Administration issues an initial decision dismissing or rejecting it.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3286&returnurl=%2fPages%2fsearch.aspx,Spain,03/02/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 278/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",1.0,Asylum Definition And Assessment
0,3286_chunk001,3286,3286_chunk001_query,what are the implications of international protection application for removal procedures,1,2,"The Supreme Court confirmed that the application for international protection implies the suspension of the removal procedure for irregular stay that could affect the applicant, until the Administration issues an initial decision...",3286,"ES: The Supreme Court stated that removal procedures for irregular stay should be suspended from the moment the subject submits an application for international protection, until the Administration issues an initial decision dismissing or rejecting it.",https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3286&returnurl=%2fPages%2fsearch.aspx,Spain,03/02/2022,ES: Supreme Court [Tribunal Supremo],Judgment,STS 278/2022,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.9030367801727519,Asylum Definition And Assessment
0,3434_chunk000,3434,3434_chunk000_query,German Federal Administrative Court halts Dublin transfer to Italy,0,2,"The German Federal Administrative Court confirmed on 27 January 2022 the decision of the Higher Administrative Court of North Rhine Westphalia of July 2021, halting the Dublin transfer of a single man to Italy.",3434,DE: The Federal Administrative Court confirmed the annulment of a Dublin transfer to Italy for a single man due to the the lack of access to accommodation and likelihood of not finding a job in the foreseeable future.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3434&returnurl=%2fPages%2fsearch.aspx,Germany,17/01/2022,DE: Federal Administrative Court [Bundesverwaltungsgericht],,1 B 66.21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8486061972509255,Asylum Definition And Assessment
0,3434_chunk001,3434,3434_chunk001_query,define unlawful transfer,1,2,"The transfer was ruled to be unlawful due to the lack of accommodation in Italy, the fact that the person will not find a job within the foreseeable future that offers him an income sufficient to finance decent accommodation and living expenses, which would result...",3434,DE: The Federal Administrative Court confirmed the annulment of a Dublin transfer to Italy for a single man due to the the lack of access to accommodation and likelihood of not finding a job in the foreseeable future.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3434&returnurl=%2fPages%2fsearch.aspx,Germany,17/01/2022,DE: Federal Administrative Court [Bundesverwaltungsgericht],,1 B 66.21,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.8388241566326441,Asylum Definition And Assessment
0,3231_chunk000,3231,3231_chunk000_query,what are the requirements for a bone examination to be considered conclusive according to the Cassation Court of France?,0,2,"In January 2022, the Cassation Court of France ruled that a bone examination was insufficient to confirm the applicant's majority. The court specified that, for such examinations to be considered conclusive, they should be corroborated by civil status records and social assessments.",3231,FR: The Court of Cassation ruled that a bone examination was insufficient to confirm the applicant's majority and highlighted how the benefit of the doubt should be applied in such a case.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3231&returnurl=%2fPages%2fsearch.aspx,France,12/01/2022,FR: Court of Cassation [Cour de cassation],Judgment,20-17.343,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.7587890421951385,Asylum Definition And Assessment
0,3231_chunk001,3231,3231_chunk001_query,what should be done if bone examinations contradict records and assessments,1,2,"Finally, it stated that if bone examinations contravene such records and assessments, creating a doubt concerning the applicant's minority, then the applicant should be given the...",3231,FR: The Court of Cassation ruled that a bone examination was insufficient to confirm the applicant's majority and highlighted how the benefit of the doubt should be applied in such a case.,https://caselaw.euaa.europa.eu/pages/viewcaselaw.aspx?CaseLawID=3231&returnurl=%2fPages%2fsearch.aspx,France,12/01/2022,FR: Court of Cassation [Cour de cassation],Judgment,20-17.343,0_the_of_provide_what,"the, of, provide, what, for, and, asylum, to, in, definition",0.742263738624244,Asylum Definition And Assessment
