qid,query,docno,docid,score,rank,text
1,"Emigration, Asylum, And 2019 Report",3406_chunk001,79,0.6118177,27,"The Federal Office for Migration and Refugees (BAMF) confirmed a Eurodac hit with regard to Croatia, where the applicants also applied for asylum.

The applicants argued that in Croatia they were receiving..."
1,"Emigration, Asylum, And 2019 Report",634_chunk001,300,0.6112182,28,"The Ministry of Labour, Migration and Social Security had withdrawn access to the reception system for the applicant on the ground that he had renounced the right to reception by leaving the country. The applicant, who was living in a shelter for homeless..."
1,"Emigration, Asylum, And 2019 Report",23_chunk000,454,0.60759544,29,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
1,"Emigration, Asylum, And 2019 Report",4036_chunk000,38,0.60497093,30,The case concerned an application for asylum submitted by an applicant from Iraq and for which the Finnish Immigration Service considered that he had a well-founded fear of persecution based on religious grounds but excluded him from protection for alleged commission of a serious non-political crime.
1,"Emigration, Asylum, And 2019 Report",5890_chunk000,6,0.6019891,31,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay."
1,"Emigration, Asylum, And 2019 Report",980_chunk000,160,0.6002461,32,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to..."
1,"Emigration, Asylum, And 2019 Report",4150_chunk000,68,0.59757876,33,The case concerned an applicant from Morocco who alleged to have fled from his country due to fear for his life. He arrived in Milan and tried since December 2022 to access the Milan Police Headquarters in order to formalise his application for international protection.
1,"Emigration, Asylum, And 2019 Report",22_chunk000,432,0.5963582,34,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
1,"Emigration, Asylum, And 2019 Report",608_chunk000,344,0.5957214,35,"Three country nationals, C, J, and S, had their applications for international protection rejected in the Netherlands and were detained with a view to preparing their return. C's application for international protection was rejected on 11 April 2017, and C was detained on 13 April."
1,"Emigration, Asylum, And 2019 Report",1648_chunk001,152,0.59523946,36,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return...."
1,"Emigration, Asylum, And 2019 Report",590_chunk000,350,0.5924583,37,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

..."
1,"Emigration, Asylum, And 2019 Report",562_chunk001,347,0.59001124,38,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
1,"Emigration, Asylum, And 2019 Report",633_chunk000,357,0.5855838,39,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
1,"Emigration, Asylum, And 2019 Report",108_chunk001,393,0.5855234,40,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
1,"Emigration, Asylum, And 2019 Report",512_chunk001,366,0.58274823,41,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country..."
1,"Emigration, Asylum, And 2019 Report",943_chunk000,257,0.5817674,42,"In its rulings of 1 February 2017, ECLI:NL:RVS:2017:209 and ECLI:NL:RVS:2017:210, the Council of State found that the Minister for Migration had rightly designated Morocco as a safe country of origin and that the information provided in this case does not lead to a..."
1,"Emigration, Asylum, And 2019 Report",3968_chunk000,74,0.5817623,43,The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.
1,"Emigration, Asylum, And 2019 Report",925_chunk000,226,0.5817572,44,"Healthy refugees who are fit for work are not currently exposed to a ""real risk"" of inhuman or degrading treatment in Bulgaria within the meaning of Article 4 of the Charter of Fundamental Rights of the European Union, either at the time of their return, during the asylum procedure, or indeed after the presumed granting of international protection, irrespective of their wishes and personal choices"
1,"Emigration, Asylum, And 2019 Report",24_chunk000,521,0.5803534,45,"On 30 June 2015, the Finnish Immigration Service rejected the application for an international protection and residence permit issued by Nigerian citizen A ('the appellant') and her minor children B and C. The applicants claimed threats due to the Ebola virus and the Boko Haram terrorist group. The applicant also claimed to be a victim of trafficking due to forced prostitution in Italy."
1,"Emigration, Asylum, And 2019 Report",914_chunk001,223,0.58014405,46,The Migration Court of Appeal assessed whether the applicant had acted under duress and held that this was not the case as the applicant had benefitted from three permits and always came back to the place of employment. The applicant chose to flee...
1,"Emigration, Asylum, And 2019 Report",196_chunk000,472,0.57972836,47,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
1,"Emigration, Asylum, And 2019 Report",4709_chunk000,30,0.5784528,48,"A Syrian national requested international protection in Germany, alleging a well-founded fear of persecution in his country of origin due to the ongoing civil war and a risk of forced conscription."
1,"Emigration, Asylum, And 2019 Report",1564_chunk000,203,0.5772594,49,HA applied for asylum in May 2015 alleging that he is registered with UNRWA and that upon return to Gaza he is at risk of being killed or subjected to inhuman or degrading treatment.
1,"Emigration, Asylum, And 2019 Report",2508_chunk001,135,0.57412547,50,On 13 July 2018 the Federal Office and Foreigners Registration Office was informed that the applicant resided in a church asylum since 12 July 2018. By letter of...
1,"Emigration, Asylum, And 2019 Report",108_chunk000,392,0.57268876,51,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.
1,"Emigration, Asylum, And 2019 Report",650_chunk000,295,0.57257557,52,The case concerns the suspension of the implementation of a decision on refusal of international protection.
1,"Emigration, Asylum, And 2019 Report",181_chunk001,514,0.57244056,53,"However, it is recognized that individuals fleeing persecution may have to resort to the use of false papers to make good their escape. Therefore, under section 31 of the Immigration and Asylum Act 1999..."
1,"Emigration, Asylum, And 2019 Report",957_chunk001,172,0.5723192,54,"The appellant claimed her stalker enjoyed political influence and/or protection in Albania so her complaints to the police were not effective, and therefore she fled Albania and claimed asylum in Ireland."
1,"Emigration, Asylum, And 2019 Report",146_chunk000,419,0.5717401,55,The case concerns the issuance of Convention Travel Documents.
1,"Emigration, Asylum, And 2019 Report",1564_chunk001,204,0.57080734,56,"By decision of 28 February 2017, the Swedish Migration Agency rejected his application, considering that although HA may have received assistance from UNRWA, he did not prove the risk invoked upon return and he does not fulfil the requirements for international protection. However, he..."
1,"Emigration, Asylum, And 2019 Report",3409_chunk000,108,0.57065904,57,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania."
1,"Emigration, Asylum, And 2019 Report",2509_chunk000,136,0.56981224,58,"The applicant, Guinean national, contested the inadmissibility decision adopted based on Paragraph 29(1)(1)(a) of the AsylG, because he entered Germany and applied for international protection on 11 April 2018 but he had previously applied in Spain (Eurodac hit report). The BAMF also found no prohibition to deportation and issued a 6 months entry ban."
1,"Emigration, Asylum, And 2019 Report",959_chunk001,251,0.56834245,59,"The evidence before the court was that between 2010 and 2017 the Minister for Justice accepted applications for family reunification from refugees who had acquired Irish citizenship by naturalisation, but on foot of legal advice in 2017 the..."
1,"Emigration, Asylum, And 2019 Report",4235_chunk000,44,0.5682612,60,"The case concerned two Iranian applicant, a father and his minor child, who entered the Röszke transit zone and applied for asylum on 5 December 2018. The asylum authority rejected the application as inadmissible and considered that Serbia was a safe third country where the applicants should have requested asylum. The decision was confirmed in court."
1,"Emigration, Asylum, And 2019 Report",4828_chunk000,22,0.5672004,61,"A Burundian national belonging to the Tutsi community applied for asylum on 18 March 2022. He fled Burundi in 2015 because he feared persecution based on his work as an independent consultant and supporter/translator for journalists. Before arriving in the Netherlands, the applicant resided in Rwanda and Kenya. However, he did not feel safe in either country and feared refoulement to Burundi."
1,"Emigration, Asylum, And 2019 Report",960_chunk000,228,0.5657625,62,"The appellants were Albanian nationals who previously lived in Kosovo (*). They arrived in Ireland on 12 December 2014 and two days later they made an application for asylum. They did not disclose a full account of the circumstances of their arrival in Ireland, in particular that they had previously been issued with a visa for the United Kingdom."
1,"Emigration, Asylum, And 2019 Report",2507_chunk000,132,0.56446254,63,"The case concerned an Afghan applicant who contested an inadmissible decision based on Paragraph 29(1)(1)(a) of the AsylG because he had previously applied for asylum in Denmark. The Danish authorities agreed to a readmission on 9 November 2017, and the BAMF ordered the transfer and found no prohibition for the deportation."
1,"Emigration, Asylum, And 2019 Report",657_chunk000,333,0.5644114,64,"A citizen of Eritrea and her child applied for family reunification with the husband/father of the child, who held a residence permit in Norway as a refugee. The applicant appeared personally at the foreign service mission approximately one year and three weeks after the sponsor was granted his residence permit."
1,"Emigration, Asylum, And 2019 Report",607_chunk000,331,0.5636303,65,"X, an Iraqi national, was notified of the withdrawal of his fixed-period residence permit, the rejection of his application for international protection, and an obligation to return. X appealed against that decision before the District Court of The Hague in the Netherlands, which annulled it whilst maintaining its legal effects."
1,"Emigration, Asylum, And 2019 Report",2505_chunk000,141,0.5633073,66,"The applicant, national of Mali, applied for international protection in Germany but based on EURODAC findings his application was rejected as inadmissible as Italy was responsible to process his application."
1,"Emigration, Asylum, And 2019 Report",958_chunk000,165,0.562972,67,"The appellants were Afghan nationals who arrived in Ireland in 2008. They lived in direct provision and had four children, three of whom were born in Ireland. The entire family applied for asylum in 2013. In December 2014, the Refugee Appeals Tribunal issued a decision declaring their youngest son to be a refugee and this was communicated to the family by letter dated 8 January 2015."
1,"Emigration, Asylum, And 2019 Report",3924_chunk001,61,0.5628815,68,"The applicant, a Palestinian national arrived in Cyprus via the occupied territories and was detained pursuant to the Aliens and Immigration Law and a deportation order was issued. He applied for asylum but was granted a supplementary protection status..."
1,"Emigration, Asylum, And 2019 Report",565_chunk000,378,0.56225246,69,"Appeal against the judgment of the Court of the Hague on October 16, 2017 in Case no. NL17.1729. By decision of 21 March 2017, the State Secretary rejected, insofar as currently relevant, an application from the foreign national to grant him a temporary asylum residence permit. By judgment of 16 October 2017, the court dismissed the appeal against this by the foreign national as unfounded."
1,"Emigration, Asylum, And 2019 Report",1091_chunk000,194,0.56198657,70,"The case concerns a Nigerian applicant who made unsuccessful applications for international protection in April 2015, January 2017 and May 2018, and decisions to return him were issued."
1,"Emigration, Asylum, And 2019 Report",3268_chunk000,80,0.561398,71,"The applicant, an Iraqi national, requested international protection in Austria. On 14 May 2022, the Federal Office for Immigration and Asylum (Bundesamt für Fremdenwesen und Asyl‚ BFA) dismissed the request as inadmissible, considering that Lithuania was the responsible Member State to examine the application in accordance with Article 18(1)(b) of the Dublin III Regulation."
1,"Emigration, Asylum, And 2019 Report",510_chunk000,385,0.5613597,72,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ..."
1,"Emigration, Asylum, And 2019 Report",930_chunk000,230,0.56105906,73,An Iraqi national applied for international protection in Austria on 16 May 2016 stating he had been employed as a guard in a prison near Baghdad where terrorists were incarcerated and was threatened by them. He suffers from a serious heart condition and other health problems. The Federal Office for Immigration and Asylum rejected his request on 16 December 2016.
1,"Emigration, Asylum, And 2019 Report",513_chunk000,310,0.5602466,74,"The case concerned revocation of a residence permit and refugee status granted to an Afghan woman and her child cf. the Immigration Act Section 37 first paragraph, letter e). The husband arrived in Norway and thus the basis for their permits no longer existed."
1,"Emigration, Asylum, And 2019 Report",4962_chunk001,21,0.56014717,75,"On 19 July 2022, the Ministry of the Interior denied the request for statelessness. The applicant..."
1,"Emigration, Asylum, And 2019 Report",3240_chunk001,99,0.5600586,76,"- the State Secretariat for Migration (SEM) and the Federal Administrative Court (TAF), in both first and second instance procedures, have based their decisions to reject the application for international protection on claims that the applicant's testimony lacked credibility and that the authenticity of the documents he presented was..."
1,"Emigration, Asylum, And 2019 Report",2506_chunk000,112,0.5596021,77,"The applicant, A, Ethiopian national, requested residence permit on the basis of family reunification with his cohabitation spouse B, who had a permanent residence permit issued on individual reasons. The FIS rejected the request by decision of 2 May 2019 and ordered the repatriation of A, considering that he did not meet the requirements as he did not present a valid travel document."
1,"Emigration, Asylum, And 2019 Report",4960_chunk001,33,0.5595719,78,"In a letter provided to the Migration Department of the Ministry of the Interior on 30 October 2023, the State Security Department of Lithuania established that the applicant was a member of a radical Islamist organisation whose ideology was contrary to the country's democratic principles and..."
1,"Emigration, Asylum, And 2019 Report",64_chunk000,515,0.5594088,79,"(Abstract provided by UNHCR) The FAC rejected the application of a family to be recognized as stateless. Despite the fact that Swiss authorities had unsuccessfully tried to return the applicants for the past 17 years, the Court found that the applicants had not done everything possible to obtain travel documents from their countries of origin...."
1,"Emigration, Asylum, And 2019 Report",121_chunk000,526,0.5588951,80,"The applicant, single woman, lived with her brother and his family (spouse and children) in Pakistan and ran away from the country because of his political problems."
1,"Emigration, Asylum, And 2019 Report",5761_chunk000,10,0.55878615,81,"A. and B., together with their two children, requested international protection in Romania on 12 July 2023 and in Switzerland on 26 July 2023. On 11 August 2023, they submitted an application for recognition of statelessness in Switzerland, claiming to be stateless Maktumin from Syria."
1,"Emigration, Asylum, And 2019 Report",3981_chunk000,62,0.5585276,82,"The case concerned an applicant from Belarus, a mother with her minor son who applied for asylum in Slovakia claiming a fear of persecution upon return to her home country due to opposition to the current regime. She claimed to have publicly and actively participated in anti-government protests following the 2020 presidential elections, within the territory of Slovakia."
1,"Emigration, Asylum, And 2019 Report",197_chunk000,482,0.55847,83,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
1,"Emigration, Asylum, And 2019 Report",200_chunk000,428,0.55847,84,"The applicants, a woman and her three children, were nationals of Pakistan who applied for asylum in the State. They had lived in the UK with the first applicant's husband whom the first named applicant claimed had been violently abusive towards her and the children."
1,"Emigration, Asylum, And 2019 Report",3168_chunk000,82,0.5580701,85,"The applicants, a Kazakh woman and her two children, born in 2009 and 2011, applied for international protection in Austria in 2012. Their applications were rejected and their deportation to Kazakhstan was ordered by the Federal Office for Foreign Affairs and Asylum, who, in weighting public and private interests, considered that the mother's integration in Austria was insufficient."
1,"Emigration, Asylum, And 2019 Report",2510_chunk000,138,0.5580053,86,"The applicant, Guinea national, was rejected the application of asylum as inadmissible by decision of 7 March 2018 because he has already applied in Spain, according to a Eurodac hit report. The Spanish authorities agreed to the transfer on 6 March 2018 and the BAMF decision was adopted on 7 March 2018."
1,"Emigration, Asylum, And 2019 Report",584_chunk000,297,0.5576611,87,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration."
1,"Emigration, Asylum, And 2019 Report",198_chunk000,474,0.5564154,88,The applicant had previously applied for asylum in the UK. He appealed unsuccessfully to the Tribunal the decision of the Refugee Applications Commissioner that he be transferred to the UK under Dublin III.
1,"Emigration, Asylum, And 2019 Report",167_chunk001,453,0.5563362,89,"After having lived outside the refugee camp for some years since 1999, the applicant left Bangladesh in 2015 and, according to his own..."
1,"Emigration, Asylum, And 2019 Report",1012_chunk000,201,0.55621755,90,The applicant arrived as a transit passenger on 18 March 2019 by air from Moscow to the Czech Republic and applied for international protection at the Václav Havel Airport Prague. The applicant was refused entry into the territory as she was registered in the Schengen Information System (SIS) as an undesirable alien to whom refusal of entry into the Schengen area was to be made.
1,"Emigration, Asylum, And 2019 Report",34_chunk000,462,0.55621594,91,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum."
1,"Emigration, Asylum, And 2019 Report",557_chunk000,307,0.555948,92,"Appeal against the decision of the Court of The Hague, Middelburg seat, of January 12, 2017 in case no. 16/29461 by which the State Secretary for Justice and Security rejected an application from the foreign national to grant her a temporary asylum residence permit and issued an entry ban against her. ..."
1,"Emigration, Asylum, And 2019 Report",1010_chunk001,210,0.5553858,93,"Under the Dublin III proceedings, the applicant was interviewed and stated that he had left Libya because of the war and..."
1,"Emigration, Asylum, And 2019 Report",4231_chunk000,34,0.5542809,94,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application."
1,"Emigration, Asylum, And 2019 Report",564_chunk000,353,0.554011,95,"By decision of 13 July 2016, the State Secretary declared an application from the foreign national to grant him a temporary asylum residence permit inadmissible."
1,"Emigration, Asylum, And 2019 Report",117_chunk000,400,0.55394745,96,Syrian refugee family resettled from Lebanon were granted subsidiary protection. This decision was appealed before the National High Court.
1,"Emigration, Asylum, And 2019 Report",56_chunk000,490,0.5536863,97,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
1,"Emigration, Asylum, And 2019 Report",955_chunk001,177,0.55298567,98,In September 2018 the application was refused by the Minister for Justice on the basis that it had not been submitted within 12 months of the grant of refugee status as required by section 56(8) of the International Protection Act 2015. The applicant then...
1,"Emigration, Asylum, And 2019 Report",127_chunk000,516,0.552683,99,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
2,Emigration And Asylum Reporting 2019,991_chunk000,262,0.7186815,0,According to the national contribution to the EMN Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,993_chunk000,252,0.7186815,1,According to the national contribution to the EMN Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,992_chunk000,258,0.7186815,2,According to the national contribution to the EMN Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,983_chunk000,216,0.7070665,3,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,972_chunk000,192,0.7070665,4,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,997_chunk000,186,0.7070665,5,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,979_chunk000,184,0.7070665,6,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,998_chunk000,218,0.7070665,7,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,994_chunk000,242,0.7070665,8,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,995_chunk000,238,0.7070665,9,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,989_chunk000,270,0.7070665,10,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,990_chunk000,272,0.7070665,11,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,986_chunk000,280,0.7070665,12,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,984_chunk000,289,0.7070665,13,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,987_chunk000,282,0.7070665,14,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,985_chunk000,284,0.7070665,15,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,988_chunk000,268,0.7070665,16,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:
2,Emigration And Asylum Reporting 2019,961_chunk000,197,0.7046226,17,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
2,Emigration And Asylum Reporting 2019,974_chunk000,180,0.6975115,18,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
2,Emigration And Asylum Reporting 2019,970_chunk000,169,0.6975115,19,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):
2,Emigration And Asylum Reporting 2019,967_chunk000,211,0.69626164,20,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
2,Emigration And Asylum Reporting 2019,964_chunk000,220,0.69626164,21,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):
2,Emigration And Asylum Reporting 2019,978_chunk000,207,0.69366884,22,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
2,Emigration And Asylum Reporting 2019,976_chunk000,182,0.69366884,23,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):
2,Emigration And Asylum Reporting 2019,148_chunk000,523,0.65775627,24,The case concerns “sur place” asylum claims.
2,Emigration And Asylum Reporting 2019,5761_chunk001,11,0.6348084,25,"On 7 November 2023, the State Secretariat for Migration (SEM) rejected their asylum application and ordered their transfer to Romania. By separate decision, also dated 7 November 2023, the SEM rejected the..."
2,Emigration And Asylum Reporting 2019,3406_chunk001,79,0.62427473,26,"The Federal Office for Migration and Refugees (BAMF) confirmed a Eurodac hit with regard to Croatia, where the applicants also applied for asylum.

The applicants argued that in Croatia they were receiving..."
2,Emigration And Asylum Reporting 2019,634_chunk001,300,0.6236397,27,"The Ministry of Labour, Migration and Social Security had withdrawn access to the reception system for the applicant on the ground that he had renounced the right to reception by leaving the country. The applicant, who was living in a shelter for homeless..."
2,Emigration And Asylum Reporting 2019,951_chunk000,188,0.6230798,28,The case concerns the risk situation in case of return to the country of origin as well as fear of persecution by the Taliban forces.
2,Emigration And Asylum Reporting 2019,5890_chunk000,6,0.61320734,29,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay."
2,Emigration And Asylum Reporting 2019,608_chunk000,344,0.6090955,30,"Three country nationals, C, J, and S, had their applications for international protection rejected in the Netherlands and were detained with a view to preparing their return. C's application for international protection was rejected on 11 April 2017, and C was detained on 13 April."
2,Emigration And Asylum Reporting 2019,4150_chunk000,68,0.60476017,31,The case concerned an applicant from Morocco who alleged to have fled from his country due to fear for his life. He arrived in Milan and tried since December 2022 to access the Milan Police Headquarters in order to formalise his application for international protection.
2,Emigration And Asylum Reporting 2019,980_chunk000,160,0.6043119,32,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to..."
2,Emigration And Asylum Reporting 2019,562_chunk001,347,0.60413265,33,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision..."
2,Emigration And Asylum Reporting 2019,633_chunk000,357,0.6023168,34,"The legal question concerned a situation in which the applicant (a third country national) claimed asylum based on events that had happened in another EU MS in which the applicant had lived and towards which the Dublin Regulation was applicable. In the current case, a Nigerian national claimed she was in danger of persecution and serious harm in Spain due to her ex-husband."
2,Emigration And Asylum Reporting 2019,196_chunk000,472,0.6021162,35,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
2,Emigration And Asylum Reporting 2019,1648_chunk001,152,0.6018636,36,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return...."
2,Emigration And Asylum Reporting 2019,590_chunk000,350,0.60173726,37,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

..."
2,Emigration And Asylum Reporting 2019,23_chunk000,454,0.600315,38,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report."
2,Emigration And Asylum Reporting 2019,4036_chunk000,38,0.5983652,39,The case concerned an application for asylum submitted by an applicant from Iraq and for which the Finnish Immigration Service considered that he had a well-founded fear of persecution based on religious grounds but excluded him from protection for alleged commission of a serious non-political crime.
2,Emigration And Asylum Reporting 2019,943_chunk000,257,0.5956403,40,"In its rulings of 1 February 2017, ECLI:NL:RVS:2017:209 and ECLI:NL:RVS:2017:210, the Council of State found that the Minister for Migration had rightly designated Morocco as a safe country of origin and that the information provided in this case does not lead to a..."
2,Emigration And Asylum Reporting 2019,146_chunk000,419,0.5951925,41,The case concerns the issuance of Convention Travel Documents.
2,Emigration And Asylum Reporting 2019,22_chunk000,432,0.59409696,42,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection."
2,Emigration And Asylum Reporting 2019,2508_chunk001,135,0.5937749,43,On 13 July 2018 the Federal Office and Foreigners Registration Office was informed that the applicant resided in a church asylum since 12 July 2018. By letter of...
2,Emigration And Asylum Reporting 2019,960_chunk000,228,0.5915727,44,"The appellants were Albanian nationals who previously lived in Kosovo (*). They arrived in Ireland on 12 December 2014 and two days later they made an application for asylum. They did not disclose a full account of the circumstances of their arrival in Ireland, in particular that they had previously been issued with a visa for the United Kingdom."
2,Emigration And Asylum Reporting 2019,3409_chunk000,108,0.5888374,45,"The applicant contested a Dublin transfer to Lithuania, which was determined by the Federal Office for Migration and Refugees (BAMF) as the state responsible for the examination of the application based on Article 18(1)(b) of the Dublin III Regulation, as the applicant, according to documents submitted, applied for asylum in Lithuania."
2,Emigration And Asylum Reporting 2019,108_chunk001,393,0.58742625,46,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...
2,Emigration And Asylum Reporting 2019,512_chunk001,366,0.5854639,47,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country..."
2,Emigration And Asylum Reporting 2019,657_chunk000,333,0.5835513,48,"A citizen of Eritrea and her child applied for family reunification with the husband/father of the child, who held a residence permit in Norway as a refugee. The applicant appeared personally at the foreign service mission approximately one year and three weeks after the sponsor was granted his residence permit."
2,Emigration And Asylum Reporting 2019,959_chunk001,251,0.5823457,49,"The evidence before the court was that between 2010 and 2017 the Minister for Justice accepted applications for family reunification from refugees who had acquired Irish citizenship by naturalisation, but on foot of legal advice in 2017 the..."
2,Emigration And Asylum Reporting 2019,108_chunk000,392,0.5819968,50,According the ECHR's Information Note 213 (December 2017): The applicant entered Switzerland in 2009 and applied for asylum on the grounds that he had been imprisoned and tortured in his country of origin (Iran) after taking part in a demonstration there. His application was rejected after the Swiss authorities found that his account was not credible.
2,Emigration And Asylum Reporting 2019,127_chunk000,516,0.5799247,51,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....
