qid,docid,docno,query,text,score,rank
1,100,3137_chunk000,Emigration  Asylum  And 2019 Report,"The applicant, Colombian national, applied for international protection on 4 September 2019 and he was informed on the same day of his rights in the asylum procedure, including the right to free legal aid from the state in case he lacked sufficient financial resources. The applicant was handed over a form where he could tick the services he requires.",-2.5771255493164062,27
1,195,1091_chunk001,Emigration  Asylum  And 2019 Report,"The applicant was arrested on 6 June 2019 in execution of a detention order that had since been issued and, after being questioned, received a notification from the Federal Office for Foreign Affairs and Asylum (BFA) on the same day on detention pending deportation. During detention pending...",-4.905431747436523,28
1,73,3963_chunk001,Emigration  Asylum  And 2019 Report,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the...",-7.097705364227295,29
1,476,186_chunk000,Emigration  Asylum  And 2019 Report,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal.",-7.604145526885986,30
1,472,196_chunk000,Emigration  Asylum  And 2019 Report,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.,-7.753766059875488,31
1,293,589_chunk000,Emigration  Asylum  And 2019 Report,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up.",-7.849658012390137,32
1,350,590_chunk000,Emigration  Asylum  And 2019 Report,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

...",-7.983865261077881,33
1,432,22_chunk000,Emigration  Asylum  And 2019 Report,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection.",-8.144600868225098,34
1,23,4828_chunk001,Emigration  Asylum  And 2019 Report,"On 1 August 2023, the Minister for Asylum and Migration declared...",-8.377233505249023,35
1,388,643_chunk000,Emigration  Asylum  And 2019 Report,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.,-8.606047630310059,36
1,163,937_chunk000,Emigration  Asylum  And 2019 Report,"By decision of 26 July 2019, the State Secretary for Justice and Security established a so-called decision and departure moratorium for asylum seekers from Libya (Government Gazette 26 July 2019, no. 40679). This ruling is about a decision to establish a decision moratorium for Libya.",-9.018571853637695,37
1,490,56_chunk000,Emigration  Asylum  And 2019 Report,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.,-9.024787902832031,38
1,539,55_chunk001,Emigration  Asylum  And 2019 Report,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...,-9.236922264099121,39
1,57,4164_chunk001,Emigration  Asylum  And 2019 Report,The decision on his request for asylum was postponed by the Migration Department under the Ministry of the Interior until the third quarter of 2023. VR appealed against this written...,-9.337661743164062,40
1,393,108_chunk001,Emigration  Asylum  And 2019 Report,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...,-9.508384704589844,41
1,162,921_chunk001,Emigration  Asylum  And 2019 Report,"More analytically, a female asylum seeker had upon arrival to Norway...",-9.542874336242676,42
1,366,512_chunk001,Emigration  Asylum  And 2019 Report,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country...",-9.6755952835083,43
1,264,923_chunk000,Emigration  Asylum  And 2019 Report,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.,-9.699520111083984,44
1,119,3277_chunk001,Emigration  Asylum  And 2019 Report,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested...",-9.755376815795898,45
1,201,1012_chunk000,Emigration  Asylum  And 2019 Report,The applicant arrived as a transit passenger on 18 March 2019 by air from Moscow to the Czech Republic and applied for international protection at the Václav Havel Airport Prague. The applicant was refused entry into the territory as she was registered in the Schengen Information System (SIS) as an undesirable alien to whom refusal of entry into the Schengen area was to be made.,-9.909107208251953,46
1,348,563_chunk000,Emigration  Asylum  And 2019 Report,"The case concerns the moment at which an asylum application is lodged, in particular with regard to a subsequent asylum application. This moment is important for the entitlement to reception by the foreign national.",-10.012954711914062,47
1,286,954_chunk000,Emigration  Asylum  And 2019 Report,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.,-10.024819374084473,48
1,468,130_chunk000,Emigration  Asylum  And 2019 Report,The Council ruled that to be able to transfer an applicant to another member state the administrative authority must obtain the consent of the State responsible for examining the asylum application before it can take a decision to transfer the asylum seeker to that State.,-10.150483131408691,49
1,84,3166_chunk000,Emigration  Asylum  And 2019 Report,"In 2019, the Government Delegate in Madrid ordered the expulsion and a five-year prohibition of entry into the Schengen area for the applicant, a Ukrainian national who was convicted and imprisoned several times for theft and robbery. The applicant appealed against this decision but his request was rejected both in first and in second instance.",-10.197121620178223,50
1,347,562_chunk001,Emigration  Asylum  And 2019 Report,"This moment is important for the commencement date of the temporary asylum residence permit granted to the foreign national.

By decision...",-10.2147855758667,51
1,297,584_chunk000,Emigration  Asylum  And 2019 Report,"The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration.",-10.362435340881348,52
1,240,931_chunk000,Emigration  Asylum  And 2019 Report,"Pursuant to Art. 4a of the Asylum Act 2005, an application for international protection is to be rejected as inadmissible where the foreign person has been granted asylum or subsidiary protection status in another EEA Member State or Switzerland. In the specific case, the appellant, a Syrian citizen, filed an application for international protection in April 2018.",-10.38062858581543,53
1,148,1705_chunk001,Emigration  Asylum  And 2019 Report,"In September 2019 the applicants applied for the status of stateless persons under the Convention for the Status of Stateless Persons, and a...",-10.443992614746094,54
1,77,3276_chunk001,Emigration  Asylum  And 2019 Report,The court noted that Romania was already unprepared to accommodate asylum applicants before the Ukrainian crisis and that with the high influx of persons...,-10.480035781860352,55
1,438,88_chunk000,Emigration  Asylum  And 2019 Report,"The Court of Appeal confirmed that the First-tier Tribunal had been entitled to refuse an asylum seeker's appeal against the refusal of her claims for asylum and humanitarian protection. She had failed to establish a well-founded fear of persecution if returned to Iran on the basis of her political activities, conversion to Christianity, and the risk of domestic violence from her husband...",-10.509178161621094,56
1,491,56_chunk001,Emigration  Asylum  And 2019 Report,"The applicants claimed asylum in Ireland on 16 December 2014, and completed their asylum application questionnaires on 26 December 2014. An information request by the Office of the Refugee Applications...",-10.52657699584961,57
1,346,562_chunk000,Emigration  Asylum  And 2019 Report,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.,-10.546133041381836,58
1,56,4164_chunk000,Emigration  Asylum  And 2019 Report,"VR arrived in Lithuania on 25 April 2022, with the assistance of Freedom House Foundation. He requested asylum in Lithuania after his visa for special humanitarian reasons had expired. In his asylum request, the applicant argued that he had a well-founded fear of being persecuted for his political beliefs.",-10.571900367736816,59
1,523,148_chunk000,Emigration  Asylum  And 2019 Report,The case concerns “sur place” asylum claims.,-10.590396881103516,60
1,152,1648_chunk001,Emigration  Asylum  And 2019 Report,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return....",-10.591352462768555,61
1,462,34_chunk000,Emigration  Asylum  And 2019 Report,"On 14 September 2015, Mr Tsegezab Mengesteab, an Eritrean national, requested asylum in Munich (Germany) with the Government of Upper Bavaria, which issued to him, on the same day, a certificate of registration as an asylum seeker. On 22 July 2016, Mr Mengesteab was heard by the Bundesamt and was able to lodge an official application for asylum.",-10.612264633178711,62
1,222,914_chunk000,Emigration  Asylum  And 2019 Report,A. applied for asylum in Sweden in April 2015. The application was rejected and the applicant excluded from asylum for having committed crimes against humanity while working as a guard in Eritrea. An expulsion order had also been issued.,-10.620841979980469,63
1,241,931_chunk001,Emigration  Asylum  And 2019 Report,The appellant had been granted subsidiary protection status in Denmark in 2015. The individual's family was granted asylum in...,-10.663065910339355,64
1,502,209_chunk000,Emigration  Asylum  And 2019 Report,"In this case, the applicant applied for asylum in his city of residence, Ceuta, and his application was admitted. At that point the Spanish authorities issued him the corresponding identity document valid for the entire national territory and until the resolution of his asylum application.",-10.66569995880127,65
1,138,2510_chunk000,Emigration  Asylum  And 2019 Report,"The applicant, Guinea national, was rejected the application of asylum as inadmissible by decision of 7 March 2018 because he has already applied in Spain, according to a Eurodac hit report. The Spanish authorities agreed to the transfer on 6 March 2018 and the BAMF decision was adopted on 7 March 2018.",-10.735612869262695,66
1,34,4231_chunk000,Emigration  Asylum  And 2019 Report,"The case concerned the question whether the State Secretary had correctly established the date from which the applicant benefits of asylum, how to establish the date of application.",-10.885049819946289,67
1,385,510_chunk000,Emigration  Asylum  And 2019 Report,"The Court of Sessions found there was no unlawful discrimination arising from a reduction in the amount of asylum support payable to asylum seekers with one or more dependent children, following a government review. ...",-10.906310081481934,68
1,567,625_chunk001,Emigration  Asylum  And 2019 Report,No appeal is possible against these judgments. Background: Both aliens initially applied for asylum in Hungary. They then applied for...,-10.940709114074707,69
1,577,183_chunk000,Emigration  Asylum  And 2019 Report,"These cases concern the detention of Syrian asylum seekers during different periods between 2010 and 2012. In the cases of M.A., A.H. and J.K., H.S. and Others and K.F. the detention occurred after a police operation in June 2010 removing them from an encampment outside government buildings where they were protesting against the Cypriot Government's asylum policy.",-10.946798324584961,70
1,150,1647_chunk001,Emigration  Asylum  And 2019 Report,"On 18 March 2020, the Federal Office for Foreign Affairs and Asylum conducted the interview remotely, by video-conference...",-11.032126426696777,71
1,367,550_chunk000,Emigration  Asylum  And 2019 Report,"The case involved an asylum seeker upon whom detention was imposed as a measure to ensure a Dublin procedure. The asylum seeker lodged a complaint against a decision that had been issued based on Art. 5 of the Asylum Act 2005, rejecting the application as inadmissible.",-11.0864839553833,72
1,112,2506_chunk000,Emigration  Asylum  And 2019 Report,"The applicant, A, Ethiopian national, requested residence permit on the basis of family reunification with his cohabitation spouse B, who had a permanent residence permit issued on individual reasons. The FIS rejected the request by decision of 2 May 2019 and ordered the repatriation of A, considering that he did not meet the requirements as he did not present a valid travel document.",-11.108572959899902,73
1,101,3137_chunk001,Emigration  Asylum  And 2019 Report,"He requested an interpreter, but the form was left blank on the part of lawyer assistance.

The application for asylum was rejected as...",-11.1273193359375,74
1,6,5890_chunk000,Emigration  Asylum  And 2019 Report,"Six Iraqi nationals, a family of two parents and their four minor children, entered the Hungarian transit zone bordering Serbia on 10 July 2018 and submitted an asylum application. On the same day, the asylum authority designated the transit zone in Tompa as the applicants' place of stay.",-11.171677589416504,75
1,52,4184_chunk000,Emigration  Asylum  And 2019 Report,A third country national arrived at Schiphol Airport on 28 March 2023 and she submitted an asylum application the next day.,-11.288995742797852,76
1,512,141_chunk001,Emigration  Asylum  And 2019 Report,"Second, the High Court concurred with the SSHD that confidentiality is a vital element for the working of the asylum system and the fulfilment of obligations under the Refugee Convention, the EU Qualification Directive and the European Convention on Human Rights (ECHR). The disclosure of information revealed during the asylum...",-11.308752059936523,77
1,446,4705_chunk000,Emigration  Asylum  And 2019 Report,"Judgment concerning the freedom of movement of asylum seekers in Ceuta and Melilla, although his application for international protection was admitted for examination.

...",-11.318991661071777,78
1,44,4235_chunk000,Emigration  Asylum  And 2019 Report,"The case concerned two Iranian applicant, a father and his minor child, who entered the Röszke transit zone and applied for asylum on 5 December 2018. The asylum authority rejected the application as inadmissible and considered that Serbia was a safe third country where the applicants should have requested asylum. The decision was confirmed in court.",-11.391717910766602,79
1,435,170_chunk001,Emigration  Asylum  And 2019 Report,"The Court ruled that with the rules on distribution and allocation (§§ 50, 51 AsylG), the law takes into account the regularly particularly important public interest , the burden associated with the reception of asylum seekers in terms of accommodation, food and supervision, evenly on the Federal states and municipalities (see § 45 AsylG). In that regard, an asylum seeker - such as the...",-11.482538223266602,80
1,314,577_chunk000,Emigration  Asylum  And 2019 Report,"This case concerns the validity of asylum application in accordance with § 29 para. 1 no. 5 i. V. m. Section 71a (1) Asylum Act, in accordance with Section 31 (3) Sentence 1 AsylG. It also refers to the examination of a prohibition on removal according to § 60 Abs. 5 AufenthG i. V. m.",-11.54683780670166,81
1,397,119_chunk001,Emigration  Asylum  And 2019 Report,"Nevertheless, the National High Court considered, in line with UNHCR's report presented at the Eligibility Commission in this...",-11.646947860717773,82
1,434,170_chunk000,Emigration  Asylum  And 2019 Report,Administrative Court Düsseldorf The plaintiff is an asylum seeker and claims to be from Bangladesh.,-11.860814094543457,83
1,117,3272_chunk001,Emigration  Asylum  And 2019 Report,"The case concerned the accused monk B., who granted church asylum to A., from the Gaza strip, on 25 August 2020 and provided him accommodation and care with the knowledge that A. was a rejected asylum applicant.

A. applied for asylum on 22 April...",-11.94382381439209,84
1,516,127_chunk000,Emigration  Asylum  And 2019 Report,The Administrative Court of Nice has ordered the Prefecture of Alpes-Maritimes to register asylum applications of persons entering via Italy....,-11.982726097106934,85
1,151,1648_chunk000,Emigration  Asylum  And 2019 Report,"The applicant applied for international protection on 13 January 2010, claiming to be a minor from Zimbabwe and by decision of 29 September 2010 the Federal Office for Asylum rejected the application as unfounded. Upon appeal, the Court of Asylum referred the matter back to the Federal Asylum Office for a new hearing and assessment.",-12.020020484924316,86
1,484,35_chunk000,Emigration  Asylum  And 2019 Report,"! With regard to reception, UK implements Council Directive 2003/9/EC. This case concerns a challenge to a decision by the Secretary of State for the Home Department (""the Respondent"") as to the weekly rate of asylum support paid for child dependants of asylum seekers.",-12.250082969665527,87
1,442,45_chunk000,Emigration  Asylum  And 2019 Report,The administrative authority considered applicant's another subsequent application (third application) for international protection inadmissible and terminated the proceedings according to the provisions of the Act on Asylum implementing Art. 33(2)(d) and Art. 40 of the Recast Asylum Procedures Directive.,-12.274140357971191,88
1,380,641_chunk000,Emigration  Asylum  And 2019 Report,"This case relates to the transfer to Italy under Dublin procedure of an asylum seeker with medical condition. For further information on the case, please refer to the original document indicated below.

...",-12.388788223266602,89
1,143,2471_chunk000,Emigration  Asylum  And 2019 Report,"A national from Lithuania applied for international protection in Austria on 15 April 2019. The applicant claimed he was a lawyer and human rights activist who had defaced a plaque honouring a General who was responsible for the murder of 14,000 Jews, 22 of whom were related to him.",-12.490653991699219,90
1,28,4728_chunk000,Emigration  Asylum  And 2019 Report,"A national of Belarus requested international protection in Luxembourg on 7 February 2020. By decision of 27 September 2019, her request was rejected as unfounded and she was ordered to leave the territory within 30 days. She appealed the decision, and her appeal was dismissed by final decision of the Administrative Court on 28 June 2022.",-12.679316520690918,91
1,196,1084_chunk000,Emigration  Asylum  And 2019 Report,"The case concerns the evidence (documents and declarations) necessary for a family reunification application.

By decision of 31 July 2017, the State Secretary rejected the applicants' request for a provisional residence permit. On 18 July 2018, the State Secretary declared the the applicants' objection as unfounded and on 1 March 2019, the court dismissed the appeal brought by the...",-12.7383394241333,92
1,122,3286_chunk000,Emigration  Asylum  And 2019 Report,"The General Administration of the State brought an appeal on points of law against the judgment of 3 October 2019 delivered by the Second Section of the Administrative Chamber of the High Court of Justice of Andalusia, located in Málaga.",-12.934822082519531,93
1,136,2509_chunk000,Emigration  Asylum  And 2019 Report,"The applicant, Guinean national, contested the inadmissibility decision adopted based on Paragraph 29(1)(1)(a) of the AsylG, because he entered Germany and applied for international protection on 11 April 2018 but he had previously applied in Spain (Eurodac hit report). The BAMF also found no prohibition to deportation and issued a 6 months entry ban.",-12.939492225646973,94
1,235,1086_chunk001,Emigration  Asylum  And 2019 Report,"Specifically, the assessment consisted of an initial observation by two officers from the Aliens Police, Identification and Human Trafficking Department (AVIM) on 22 January 2018, recorded in an official report, and a subsequent...",-13.098605155944824,95
1,3,5443_chunk001,Emigration  Asylum  And 2019 Report,"It noted also that the lower court duly considered the admissibility of the removal on basis of current country of origin reports on Syria, by assessing both the security and supply situation in Syria as well as the...",-13.1266508102417,96
1,563,52_chunk000,Emigration  Asylum  And 2019 Report,"On 13 April 2010, Ms. Danqua, a Ghanaian national, applied for refugee status in Ireland arguing that she feared trokosi practices, a form of ritual servitude practised in Ghana predominantly affecting women. In a report dated 16 June 2010, the Refugee Applications Commissioner (Ireland) issued a negative recommendation in respect of that application because of its lack of credibility.",-13.4619722366333,97
1,217,983_chunk001,Emigration  Asylum  And 2019 Report,"The Council notes that it nevertheless emerges sufficiently from the judgment [CJEU, judgment of 14 May 2019]- which the defendant does not fail to point out in its observation note - that the Court stated, at the very least, that the use, in the French version, of the terms ""exclusion from the status of refugee"" referred to in...",-13.577332496643066,98
1,153,933_chunk000,Emigration  Asylum  And 2019 Report,"The Division finds that the general safety situation in Afghanistan, particularly in Nangarhar and Ghazni, remains unabatedly alarming. In certain respects, the safety situation in Afghanistan has even worsened compared to June 2018, the end point of the reporting period dealt with in the earlier ruling of the Division of 1 October 2018. On the other hand, however, the...",-14.385918617248535,99
2,190,996_chunk000,Emigration And Asylum Reporting 2019,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

For the Council of State, the civil registry records reconstituted by the French Office for the Protection of Refugees and Stateless Persons (OFPRA) have identical value to the official originals, which precludes consular authorities contesting the particulars contained therein, except in cases of fraud.",-0.003879284719005227,0
2,184,979_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,1
2,186,997_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,2
2,192,972_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,3
2,216,983_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,4
2,218,998_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,5
2,238,995_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,6
2,242,994_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,7
2,268,988_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,8
2,270,989_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,9
2,272,990_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,10
2,280,986_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,11
2,282,987_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,12
2,284,985_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.004557935055345297,13
2,182,976_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,-0.005013276357203722,14
2,207,978_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI of SR):,-0.005013276357203722,15
2,160,980_chunk000,Emigration And Asylum Reporting 2019,"According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:

In these judgments (no. 230.067 and no. 230.068) the Council states that the principle of ""family unity"" does not give rise to a right to...",-0.005950829479843378,16
2,197,961_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,-0.0066913110204041,17
2,211,967_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,-0.0066913110204041,18
2,220,964_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by MO MoI SR):,-0.0066913110204041,19
2,289,984_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019:,-0.0067075337283313274,20
2,169,970_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):,-0.006747556384652853,21
2,180,974_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Annual Report on Migration and Asylum 2019 (information provided by the MO MoI SR):,-0.006747556384652853,22
2,252,993_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-0.00872336607426405,23
2,258,992_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-0.00872336607426405,24
2,262,991_chunk000,Emigration And Asylum Reporting 2019,According to the national contribution to the EMN Report on Migration and Asylum 2019:,-0.00872336607426405,25
2,454,23_chunk000,Emigration And Asylum Reporting 2019,"The Finnish Immigration Service had rejected A 's application for asylum and residence permit on the basis of the conflict between A and his father' s claims for asylum. Although the father's report has thus affected A's case, he or she has not been given the opportunity to give an explanation of the report and contradictions that it has in relation to his or her report.",-4.893960952758789,26
2,350,590_chunk000,Emigration And Asylum Reporting 2019,"In an urgent action for the «granting of asylum or of a residence permit for subsidiary protection» the use of «official international reports on the political and social situation of the applicant's country of origin», by the court of appeal is not in breach of Articles 412 and 662 of the Civil Procedure Code.

...",-5.693788051605225,27
2,100,3137_chunk000,Emigration And Asylum Reporting 2019,"The applicant, Colombian national, applied for international protection on 4 September 2019 and he was informed on the same day of his rights in the asylum procedure, including the right to free legal aid from the state in case he lacked sufficient financial resources. The applicant was handed over a form where he could tick the services he requires.",-5.728562831878662,28
2,476,186_chunk000,Emigration And Asylum Reporting 2019,"According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal.",-6.420506954193115,29
2,293,589_chunk000,Emigration And Asylum Reporting 2019,"I – Notification to the applicant for international protection, to account for the content of his statement, does not comply with the formalities required by Article 17 (1 and 2) of the Asylum law under which a written report, containing all the essential information regarding the case and to which the applicant can respond, must be drawn up.",-6.8580498695373535,30
2,23,4828_chunk001,Emigration And Asylum Reporting 2019,"On 1 August 2023, the Minister for Asylum and Migration declared...",-7.043091773986816,31
2,195,1091_chunk001,Emigration And Asylum Reporting 2019,"The applicant was arrested on 6 June 2019 in execution of a detention order that had since been issued and, after being questioned, received a notification from the Federal Office for Foreign Affairs and Asylum (BFA) on the same day on detention pending deportation. During detention pending...",-7.655340671539307,32
2,472,196_chunk000,Emigration And Asylum Reporting 2019,The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.,-7.766473293304443,33
2,539,55_chunk001,Emigration And Asylum Reporting 2019,As part of her asylum claim the applicant submitted a refugee card and a letter from AREF to corroborate her account. The...,-8.001618385314941,34
2,388,643_chunk000,Emigration And Asylum Reporting 2019,As per the published press release: The Council of State validates the criteria to be met by a new asylum application to be admissible.,-8.057904243469238,35
2,264,923_chunk000,Emigration And Asylum Reporting 2019,An applicant must submit a request for protection with which he asserts target-country-related dangers that are objectively suitable in their nature for recognition as a person entitled to asylum or an award for international protection (material asylum request within the meaning of Section 13 (1) Asylum Act) refer the asylum procedure to the Federal Office.,-8.111038208007812,36
2,348,563_chunk000,Emigration And Asylum Reporting 2019,"The case concerns the moment at which an asylum application is lodged, in particular with regard to a subsequent asylum application. This moment is important for the entitlement to reception by the foreign national.",-8.65623950958252,37
2,523,148_chunk000,Emigration And Asylum Reporting 2019,The case concerns “sur place” asylum claims.,-8.76617431640625,38
2,119,3277_chunk001,Emigration And Asylum Reporting 2019,"When the asylum procedure starts, applicants are usually assigned a lawyer through the Legal Aid Board. The applicant claimed that he received the contested...",-8.836346626281738,39
2,162,921_chunk001,Emigration And Asylum Reporting 2019,"More analytically, a female asylum seeker had upon arrival to Norway...",-8.837936401367188,40
2,57,4164_chunk001,Emigration And Asylum Reporting 2019,The decision on his request for asylum was postponed by the Migration Department under the Ministry of the Interior until the third quarter of 2023. VR appealed against this written...,-8.943037033081055,41
2,150,1647_chunk001,Emigration And Asylum Reporting 2019,"On 18 March 2020, the Federal Office for Foreign Affairs and Asylum conducted the interview remotely, by video-conference...",-8.960025787353516,42
2,432,22_chunk000,Emigration And Asylum Reporting 2019,"The Finnish Immigration Service had rejected asylum seeker A's application for asylum and residence permit and decided to return him to his country of origin, Iraq. On 29 June 2017 A. requested permission to appeal the decision of the Administrative Court and to be granted international protection.",-8.990522384643555,43
2,490,56_chunk000,Emigration And Asylum Reporting 2019,The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.,-9.103504180908203,44
2,73,3963_chunk001,Emigration And Asylum Reporting 2019,"He left Iran for Turkey in 2015 (where he applied for asylum) and from there he travelled to Czechia in 2019. In support of his request, the...",-9.24014663696289,45
2,366,512_chunk001,Emigration And Asylum Reporting 2019,"An asylum seeker from Afghanistan had been expelled and issued with a five year entry ban to Norway in 2012, due to not leaving the country...",-9.540231704711914,46
2,152,1648_chunk001,Emigration And Asylum Reporting 2019,"On 17 November 2011, the Federal Asylum Office rejected again the application, after having found also that the applicant was from Nigeria and ordered the return....",-9.628765106201172,47
2,393,108_chunk001,Emigration And Asylum Reporting 2019,The applicant subsequently lodged a request for his asylum application to be reconsidered followed by an application for temporary admission on...,-9.696547508239746,48
2,346,562_chunk000,Emigration And Asylum Reporting 2019,The case raises the issue of whether a subsequent application for asylum has been submitted at the time when the foreign national applies in writing by expressing the wish to submit an application for a temporary asylum residence permit or at the time when he/she uses the appropriate form to submit the application for asylum.,-9.749581336975098,49
2,241,931_chunk001,Emigration And Asylum Reporting 2019,The appellant had been granted subsidiary protection status in Denmark in 2015. The individual's family was granted asylum in...,-9.911046981811523,50
2,240,931_chunk000,Emigration And Asylum Reporting 2019,"Pursuant to Art. 4a of the Asylum Act 2005, an application for international protection is to be rejected as inadmissible where the foreign person has been granted asylum or subsidiary protection status in another EEA Member State or Switzerland. In the specific case, the appellant, a Syrian citizen, filed an application for international protection in April 2018.",-9.923450469970703,51
2,286,954_chunk000,Emigration And Asylum Reporting 2019,The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.,-10.049262046813965,52
2,367,550_chunk000,Emigration And Asylum Reporting 2019,"The case involved an asylum seeker upon whom detention was imposed as a measure to ensure a Dublin procedure. The asylum seeker lodged a complaint against a decision that had been issued based on Art. 5 of the Asylum Act 2005, rejecting the application as inadmissible.",-10.106528282165527,53
